"lat","lng","year","freq","city","state","state_code","mean_dur"
43.1827,-89.2358,2017,1,"sun prairie","wisconsin","WI",NA
43.1829,-89.4445,1996,1,"waunakee","wisconsin","WI",240
43.1829,-89.4445,2009,1,"waunakee","wisconsin","WI",432000
43.1829,-89.4445,2017,1,"waunakee","wisconsin","WI",60
43.1835,-88.9898,2014,1,"waterloo","wisconsin","WI",NA
43.1844,-90.5719,2019,1,"blue river","wisconsin","WI",600
43.1849,-102.7267,2007,1,"oglala","south dakota","SD",0
43.1849,-102.7267,2017,1,"oglala","south dakota","SD",7200
43.1851,-84.12,2020,1,"chesaning","michigan","MI",1800
43.1873,-90.4334,1977,1,"muscoda","wisconsin","WI",20
43.1882,-77.8069,2010,1,"spencerport","new york","NY",1512000
43.1882,-77.8069,2016,1,"spencerport","new york","NY",480
43.1882,-77.8069,2018,1,"spencerport","new york","NY",600
43.1887,-70.8845,2006,1,"dover","new hampshire","NH",1200
43.1887,-70.8845,2009,1,"dover","new hampshire","NH",5
43.1887,-70.8845,2011,3,"dover","new hampshire","NH",864000
43.1887,-70.8845,2012,4,"dover","new hampshire","NH",1958460
43.1887,-70.8845,2014,4,"dover","new hampshire","NH",183720
43.1887,-70.8845,2015,4,"dover","new hampshire","NH",201620
43.1887,-70.8845,2017,3,"dover","new hampshire","NH",320
43.1887,-70.8845,2019,1,"dover","new hampshire","NH",120
43.1887,-70.8845,2020,1,"dover","new hampshire","NH",300
43.1889,-85.9416,1984,1,"ravenna","michigan","MI",1500
43.1893,-88.7285,2010,1,"watertown","wisconsin","WI",10
43.1893,-88.7285,2016,1,"watertown","wisconsin","WI",432000
43.193,-97.8434,2012,1,"kaylor","south dakota","SD",120
43.194,-112.3455,2004,1,"blackfoot","idaho","ID",600
43.194,-112.3455,2012,2,"blackfoot","idaho","ID",3888150
43.194,-112.3455,2016,1,"blackfoot","idaho","ID",900
