"lat","lng","year","freq","city","state","state_code","mean_dur"
19.0698,-155.5751,2016,1,"naalehu","hawaii","HI",7776000
19.4961,-154.9454,2006,1,"pahoa","hawaii","HI",172800
19.4961,-154.9454,2007,1,"pahoa","hawaii","HI",864000
19.4995,-155.8937,2008,2,"captain cook","hawaii","HI",300
19.4995,-155.8937,2019,2,"captain cook","hawaii","HI",990
19.5286,-155.9033,2017,1,"kealakekua","hawaii","HI",3600
19.5358,-155.1596,2012,1,"mountain view","hawaii","HI",300
19.5833,-155.0721,2012,1,"kurtistown","hawaii","HI",5184000
19.6156,-155.0372,2007,1,"keaau","hawaii","HI",300
19.6156,-155.0372,2009,1,"keaau","hawaii","HI",600
19.6156,-155.0372,2010,2,"keaau","hawaii","HI",432060
19.6156,-155.0372,2015,2,"keaau","hawaii","HI",993690
19.6156,-155.0372,2016,1,"keaau","hawaii","HI",180
19.6156,-155.0372,2019,1,"keaau","hawaii","HI",NA
19.6156,-155.0372,NA,1,"keaau","hawaii","HI",300
19.6238,-155.9269,2020,1,"holualoa","hawaii","HI",300
19.6886,-155.0864,2008,2,"hilo","hawaii","HI",600
19.6886,-155.0864,2011,1,"hilo","hawaii","HI",2400
19.6886,-155.0864,2012,2,"hilo","hawaii","HI",210
19.6886,-155.0864,2013,1,"hilo","hawaii","HI",300
19.6886,-155.0864,2015,3,"hilo","hawaii","HI",760
19.6886,-155.0864,2017,1,"hilo","hawaii","HI",NA
20.0124,-155.6378,2015,1,"waimea","hawaii","HI",1987200
20.0124,-155.6378,2017,1,"waimea","hawaii","HI",3024000
20.0746,-155.4656,2012,1,"honokaa","hawaii","HI",90
20.0746,-155.4656,2014,1,"honokaa","hawaii","HI",NA
20.2267,-155.805,1995,1,"kapaau","hawaii","HI",1728000
20.2267,-155.805,2019,1,"kapaau","hawaii","HI",120
20.6873,-156.4291,2014,1,"wailea","hawaii","HI",900
20.6873,-156.4291,2019,2,"wailea","hawaii","HI",1560
20.7653,-156.4454,2007,1,"kihei","hawaii","HI",864000
20.7653,-156.4454,2010,2,"kihei","hawaii","HI",900
20.7653,-156.4454,2011,1,"kihei","hawaii","HI",NA
20.7653,-156.4454,2012,3,"kihei","hawaii","HI",360
20.7653,-156.4454,2013,4,"kihei","hawaii","HI",280965
20.7653,-156.4454,2014,3,"kihei","hawaii","HI",6120
20.7653,-156.4454,2015,1,"kihei","hawaii","HI",300
20.7653,-156.4454,2016,2,"kihei","hawaii","HI",2850
20.7653,-156.4454,2020,3,"kihei","hawaii","HI",1728020
20.7706,-156.3284,2019,2,"kula","hawaii","HI",450
20.7706,-156.3284,2020,1,"kula","hawaii","HI",1728000
20.772,-156.0107,2013,2,"hana","hawaii","HI",130200
20.772,-156.0107,2014,1,"hana","hawaii","HI",300
20.772,-156.0107,2017,2,"hana","hawaii","HI",1512000
20.8329,-156.3415,2013,1,"pukalani","hawaii","HI",600
20.8329,-156.3415,2014,1,"pukalani","hawaii","HI",90
20.8329,-156.3415,2020,1,"pukalani","hawaii","HI",120
20.8391,-156.5221,2020,1,"waikapu","hawaii","HI",3888000
20.848,-156.319,2012,2,"makawao","hawaii","HI",1641600
20.848,-156.319,2018,2,"makawao","hawaii","HI",870
20.848,-156.319,NA,1,"makawao","hawaii","HI",300
20.8715,-156.4603,2010,4,"kahului","hawaii","HI",216682.5
20.8715,-156.4603,2018,1,"kahului","hawaii","HI",300
20.8715,-156.4603,2019,3,"kahului","hawaii","HI",2592300
20.8834,-156.5059,1995,1,"wailuku","hawaii","HI",600
20.8834,-156.5059,2011,1,"wailuku","hawaii","HI",60
20.8834,-156.5059,2012,1,"wailuku","hawaii","HI",259200
20.8834,-156.5059,2013,2,"wailuku","hawaii","HI",1350
20.8834,-156.5059,2014,3,"wailuku","hawaii","HI",1000
20.8834,-156.5059,2020,1,"wailuku","hawaii","HI",120
20.8848,-156.6618,1985,1,"lahaina","hawaii","HI",2700
20.8848,-156.6618,1994,1,"lahaina","hawaii","HI",60
20.8848,-156.6618,2008,1,"lahaina","hawaii","HI",540
20.8848,-156.6618,2010,1,"lahaina","hawaii","HI",1350
20.8848,-156.6618,2011,1,"lahaina","hawaii","HI",NA
20.8848,-156.6618,2012,1,"lahaina","hawaii","HI",60
20.8848,-156.6618,2013,5,"lahaina","hawaii","HI",1607664
20.8848,-156.6618,2014,3,"lahaina","hawaii","HI",700
20.8848,-156.6618,2016,2,"lahaina","hawaii","HI",120
20.8848,-156.6618,2019,2,"lahaina","hawaii","HI",172800
20.8848,-156.6618,2020,2,"lahaina","hawaii","HI",388860
20.9062,-156.3678,2014,1,"paia","hawaii","HI",120
20.9276,-156.6795,2011,1,"kaanapali","hawaii","HI",150
20.9276,-156.6795,2013,2,"kaanapali","hawaii","HI",300
20.9276,-156.6795,2014,1,"kaanapali","hawaii","HI",120
20.9959,-156.6418,2019,1,"kapalua","hawaii","HI",NA
21.0905,-156.9981,2009,1,"kaunakakai","hawaii","HI",NA
21.0905,-156.9981,2015,2,"kaunakakai","hawaii","HI",2700
21.0905,-156.9981,2016,1,"kaunakakai","hawaii","HI",1800
21.3181,-158.0073,2000,1,"ewa beach","hawaii","HI",7200
21.3181,-158.0073,2007,2,"ewa beach","hawaii","HI",129900
21.3181,-158.0073,2009,1,"ewa beach","hawaii","HI",1200
21.3181,-158.0073,2010,3,"ewa beach","hawaii","HI",58050
21.3181,-158.0073,2011,3,"ewa beach","hawaii","HI",288100
21.3181,-158.0073,2012,1,"ewa beach","hawaii","HI",600
21.3181,-158.0073,2014,1,"ewa beach","hawaii","HI",300
21.3181,-158.0073,2019,1,"ewa beach","hawaii","HI",NA
21.3181,-158.0073,2020,1,"ewa beach","hawaii","HI",172800
21.3215,-158.0812,2011,1,"kalaeloa","hawaii","HI",240
21.3294,-157.846,1973,2,"honolulu","hawaii","HI",864150
21.3294,-157.846,1990,1,"honolulu","hawaii","HI",3600
21.3294,-157.846,2000,1,"honolulu","hawaii","HI",60
21.3294,-157.846,2002,1,"honolulu","hawaii","HI",NA
21.3294,-157.846,2006,3,"honolulu","hawaii","HI",520
21.3294,-157.846,2007,5,"honolulu","hawaii","HI",289240
21.3294,-157.846,2008,3,"honolulu","hawaii","HI",86440
21.3294,-157.846,2009,7,"honolulu","hawaii","HI",108270
21.3294,-157.846,2010,6,"honolulu","hawaii","HI",72440
21.3294,-157.846,2011,7,"honolulu","hawaii","HI",63137.1428571429
21.3294,-157.846,2012,4,"honolulu","hawaii","HI",1080150
21.3294,-157.846,2013,6,"honolulu","hawaii","HI",72735
21.3294,-157.846,2014,14,"honolulu","hawaii","HI",218255
21.3294,-157.846,2015,5,"honolulu","hawaii","HI",583230
21.3294,-157.846,2016,7,"honolulu","hawaii","HI",79480
21.3294,-157.846,2017,1,"honolulu","hawaii","HI",2592000
21.3294,-157.846,2018,2,"honolulu","hawaii","HI",172890
21.3294,-157.846,2019,7,"honolulu","hawaii","HI",500151.428571429
21.3294,-157.846,2020,11,"honolulu","hawaii","HI",1296060
21.3294,-157.846,NA,1,"honolulu","hawaii","HI",900
21.3403,-158.0665,2010,4,"kapolei","hawaii","HI",65
21.3403,-158.0665,2014,1,"kapolei","hawaii","HI",259200
21.3403,-158.0665,2019,1,"kapolei","hawaii","HI",NA
21.3421,-157.7303,1997,1,"waimanalo","hawaii","HI",300
21.3421,-157.7303,2009,1,"waimanalo","hawaii","HI",300
21.3421,-157.7303,2014,2,"waimanalo","hawaii","HI",216150
21.3421,-157.7303,2020,1,"waimanalo","hawaii","HI",NA
21.3858,-158.0103,2011,1,"waipahu","hawaii","HI",NA
21.3858,-158.0103,2014,1,"waipahu","hawaii","HI",NA
21.3865,-157.9232,2012,1,"aiea","hawaii","HI",172800
21.3865,-157.9232,2013,1,"aiea","hawaii","HI",150
21.3865,-157.9232,2014,1,"aiea","hawaii","HI",1800
21.3865,-157.9232,2015,1,"aiea","hawaii","HI",60
21.3892,-158.1445,1966,1,"nanakuli","hawaii","HI",330
21.3892,-158.1445,2017,1,"nanakuli","hawaii","HI",1200
21.392,-157.7396,2007,1,"kailua","hawaii","HI",1900800
21.392,-157.7396,2014,2,"kailua","hawaii","HI",330
21.392,-157.7396,2015,1,"kailua","hawaii","HI",1296000
21.392,-157.7396,2016,1,"kailua","hawaii","HI",1296000
21.392,-157.7396,2017,1,"kailua","hawaii","HI",3600
21.392,-157.7396,2019,1,"kailua","hawaii","HI",432000
21.392,-157.7396,2020,2,"kailua","hawaii","HI",216165
21.4031,-157.9566,2016,1,"pearl city","hawaii","HI",60
21.4062,-157.7904,1980,1,"kaneohe","hawaii","HI",390
21.4062,-157.7904,2007,2,"kaneohe","hawaii","HI",540450
21.4062,-157.7904,2009,2,"kaneohe","hawaii","HI",900
21.4062,-157.7904,2013,2,"kaneohe","hawaii","HI",300
21.4062,-157.7904,2014,1,"kaneohe","hawaii","HI",7776000
21.4143,-157.9965,2016,1,"waipio","hawaii","HI",216000
21.4569,-158.1759,2012,1,"waianae","hawaii","HI",300
21.4569,-158.1759,2013,1,"waianae","hawaii","HI",518400
21.4569,-158.1759,2014,2,"waianae","hawaii","HI",2100
21.4569,-158.1759,2016,1,"waianae","hawaii","HI",300
21.4569,-158.1759,2017,1,"waianae","hawaii","HI",300
21.4569,-158.1759,2019,5,"waianae","hawaii","HI",346560
21.4734,-158.2103,2014,1,"makaha","hawaii","HI",864000
21.4936,-158.0617,1967,1,"schofield barracks","hawaii","HI",8
21.4936,-158.0617,2012,2,"schofield barracks","hawaii","HI",432750
21.4936,-158.0617,2015,1,"schofield barracks","hawaii","HI",600
21.5005,-158.0198,2010,1,"wahiawa","hawaii","HI",432000
21.5005,-158.0198,2012,1,"wahiawa","hawaii","HI",300
21.5005,-158.0198,2013,2,"wahiawa","hawaii","HI",3600
21.5005,-158.0198,2014,3,"wahiawa","hawaii","HI",NA
21.5005,-158.0198,2015,1,"wahiawa","hawaii","HI",180
21.5005,-158.0198,2020,2,"wahiawa","hawaii","HI",300
21.566,-158.1198,2006,1,"waialua","hawaii","HI",600
21.566,-158.1198,2014,1,"waialua","hawaii","HI",2592000
21.5775,-158.1487,2018,1,"mokuleia","hawaii","HI",1200
21.5775,-158.1487,2020,2,"mokuleia","hawaii","HI",120
21.5871,-158.1074,1997,1,"haleiwa","hawaii","HI",5400
21.5871,-158.1074,2009,2,"haleiwa","hawaii","HI",864045
21.5871,-158.1074,2010,1,"haleiwa","hawaii","HI",3600
21.5871,-158.1074,2011,1,"haleiwa","hawaii","HI",180
21.5871,-158.1074,2012,2,"haleiwa","hawaii","HI",129675
21.5871,-158.1074,2016,1,"haleiwa","hawaii","HI",600
21.5871,-158.1074,2020,1,"haleiwa","hawaii","HI",86400
21.6111,-157.9118,2019,1,"hauula","hawaii","HI",480
21.6443,-157.928,2012,1,"laie","hawaii","HI",330
21.6443,-157.928,2020,1,"laie","hawaii","HI",300
21.6793,-157.9473,2014,1,"kahuku","hawaii","HI",120
21.6793,-157.9473,2019,1,"kahuku","hawaii","HI",120
21.6793,-157.9473,2020,1,"kahuku","hawaii","HI",4924800
21.8834,-159.46,2013,1,"poipu","hawaii","HI",120
21.8834,-159.46,NA,1,"poipu","hawaii","HI",NA
21.903,-159.461,2015,1,"koloa","hawaii","HI",1200
21.9159,-159.5236,2016,1,"kalaheo","hawaii","HI",120
21.9684,-159.7141,1977,1,"kekaha","hawaii","HI",600
21.9684,-159.7141,2013,2,"kekaha","hawaii","HI",1800
21.9728,-159.3541,1993,1,"lihue","hawaii","HI",5400
21.9728,-159.3541,2006,1,"lihue","hawaii","HI",60
21.9728,-159.3541,2007,2,"lihue","hawaii","HI",120
21.9728,-159.3541,2013,1,"lihue","hawaii","HI",180
21.9728,-159.3541,2014,1,"lihue","hawaii","HI",1200
21.9728,-159.3541,2018,1,"lihue","hawaii","HI",1500
21.9728,-159.3541,2019,1,"lihue","hawaii","HI",180
21.9728,-159.3541,2020,1,"lihue","hawaii","HI",300
22.055,-159.3406,2009,1,"wailua","hawaii","HI",1500
22.055,-159.3406,2014,1,"wailua","hawaii","HI",1728000
22.055,-159.3406,2015,1,"wailua","hawaii","HI",60
22.091,-159.352,2006,1,"kapaa","hawaii","HI",300
22.091,-159.352,2008,1,"kapaa","hawaii","HI",2592000
22.091,-159.352,2012,1,"kapaa","hawaii","HI",3600
22.091,-159.352,2014,2,"kapaa","hawaii","HI",7500
22.091,-159.352,2016,2,"kapaa","hawaii","HI",600
22.091,-159.352,2017,2,"kapaa","hawaii","HI",2808000
22.1455,-159.3151,2006,1,"anahola","hawaii","HI",10800
22.1455,-159.3151,2011,1,"anahola","hawaii","HI",60
22.1455,-159.3151,2019,1,"anahola","hawaii","HI",432000
22.2041,-159.4977,2008,1,"hanalei","hawaii","HI",NA
22.2108,-159.3964,2009,1,"kilauea","hawaii","HI",1036800
22.2108,-159.3964,2021,1,"kilauea","hawaii","HI",2592000
22.2177,-159.4809,2013,1,"princeville","hawaii","HI",150
22.2186,-159.561,2012,1,"haena","hawaii","HI",240
24.5637,-81.7768,1979,1,"key west","florida","FL",300
24.5637,-81.7768,1998,1,"key west","florida","FL",1200
24.5637,-81.7768,2001,1,"key west","florida","FL",600
24.5637,-81.7768,2008,2,"key west","florida","FL",255
24.5637,-81.7768,2009,2,"key west","florida","FL",648002.5
24.5637,-81.7768,2011,1,"key west","florida","FL",1728000
24.5637,-81.7768,2012,3,"key west","florida","FL",1296120
24.5637,-81.7768,2013,1,"key west","florida","FL",300
24.5637,-81.7768,2015,1,"key west","florida","FL",300
24.5637,-81.7768,2019,1,"key west","florida","FL",432000
24.5637,-81.7768,2020,2,"key west","florida","FL",1209660
24.5915,-81.6574,2019,1,"big coppitt key","florida","FL",120
24.6746,-81.4986,2012,1,"cudjoe key","florida","FL",1800
24.6746,-81.4986,2020,1,"cudjoe key","florida","FL",259200
24.6892,-81.3676,2007,1,"big pine key","florida","FL",1728000
24.6892,-81.3676,2012,2,"big pine key","florida","FL",540005
24.6892,-81.3676,2020,1,"big pine key","florida","FL",388800
24.7233,-81.0215,2016,1,"key colony beach","florida","FL",345600
24.7233,-81.0215,2020,1,"key colony beach","florida","FL",600
24.7262,-81.0376,2005,1,"marathon","florida","FL",432000
24.7262,-81.0376,2006,1,"marathon","florida","FL",432000
24.7262,-81.0376,2009,2,"marathon","florida","FL",330
24.7262,-81.0376,2013,1,"marathon","florida","FL",300
24.7262,-81.0376,2015,1,"marathon","florida","FL",NA
24.7262,-81.0376,2016,1,"marathon","florida","FL",172800
24.7262,-81.0376,2019,1,"marathon","florida","FL",1728000
24.7262,-81.0376,NA,1,"marathon","florida","FL",NA
24.771,-80.9132,2011,1,"duck key","florida","FL",864000
24.771,-80.9132,2016,1,"duck key","florida","FL",180
24.8246,-80.8128,2015,1,"layton","florida","FL",1728000
25.0188,-80.5132,2014,1,"tavernier","florida","FL",120
25.1224,-80.412,2006,2,"key largo","florida","FL",1815
25.1224,-80.412,2010,3,"key largo","florida","FL",160
25.1224,-80.412,2011,1,"key largo","florida","FL",10
25.1224,-80.412,2013,1,"key largo","florida","FL",NA
25.1224,-80.412,2014,1,"key largo","florida","FL",216000
25.1224,-80.412,2015,1,"key largo","florida","FL",120
25.1224,-80.412,2020,2,"key largo","florida","FL",1800
25.4418,-80.4685,2012,1,"florida city","florida","FL",2700
25.4418,-80.4685,2015,1,"florida city","florida","FL",180
25.4665,-80.4472,1970,1,"homestead","florida","FL",300
25.4665,-80.4472,1995,1,"homestead","florida","FL",600
25.4665,-80.4472,2008,1,"homestead","florida","FL",1800
25.4665,-80.4472,2010,3,"homestead","florida","FL",178.333333333333
25.4665,-80.4472,2011,3,"homestead","florida","FL",1008640
25.4665,-80.4472,2012,2,"homestead","florida","FL",300
25.4665,-80.4472,2013,3,"homestead","florida","FL",576020
25.4665,-80.4472,2014,2,"homestead","florida","FL",510
25.4665,-80.4472,2015,4,"homestead","florida","FL",5820
25.4665,-80.4472,2017,1,"homestead","florida","FL",900
25.4665,-80.4472,2020,5,"homestead","florida","FL",495
25.5765,-80.3356,2013,1,"cutler bay","florida","FL",120
25.5765,-80.3356,2015,2,"cutler bay","florida","FL",900
25.5765,-80.3356,2016,1,"cutler bay","florida","FL",180
25.622,-80.3221,2011,2,"palmetto bay","florida","FL",330
25.622,-80.3221,2014,1,"palmetto bay","florida","FL",120
25.6697,-80.3556,2007,1,"kendall","florida","FL",120
25.6697,-80.3556,2008,1,"kendall","florida","FL",864000
25.6697,-80.3556,2009,2,"kendall","florida","FL",1944030
25.6697,-80.3556,2012,1,"kendall","florida","FL",7516800
25.6697,-80.3556,2018,1,"kendall","florida","FL",864000
25.6697,-80.3556,2020,2,"kendall","florida","FL",2250
25.6908,-80.1653,2016,1,"key biscayne","florida","FL",NA
25.6908,-80.1653,2019,1,"key biscayne","florida","FL",NA
25.7037,-80.2715,2008,1,"coral gables","florida","FL",1080000
25.7037,-80.2715,2011,1,"coral gables","florida","FL",60
25.7037,-80.2715,2013,1,"coral gables","florida","FL",60
25.7037,-80.2715,2017,1,"coral gables","florida","FL",900
25.7037,-80.2715,2020,2,"coral gables","florida","FL",300
25.7469,-80.3684,2014,1,"university park","florida","FL",NA
25.7578,-80.2969,2013,1,"west miami","florida","FL",10800
25.7839,-80.2102,1947,1,"miami","florida","FL",360
25.7839,-80.2102,1952,4,"miami","florida","FL",14400
25.7839,-80.2102,1959,1,"miami","florida","FL",2250
25.7839,-80.2102,1964,1,"miami","florida","FL",450
25.7839,-80.2102,1966,1,"miami","florida","FL",NA
25.7839,-80.2102,1967,1,"miami","florida","FL",600
25.7839,-80.2102,1968,1,"miami","florida","FL",450
25.7839,-80.2102,1969,2,"miami","florida","FL",NA
25.7839,-80.2102,1975,1,"miami","florida","FL",3600
25.7839,-80.2102,1976,1,"miami","florida","FL",2400
25.7839,-80.2102,1978,1,"miami","florida","FL",300
25.7839,-80.2102,1980,1,"miami","florida","FL",60
25.7839,-80.2102,1987,1,"miami","florida","FL",1200
25.7839,-80.2102,1988,1,"miami","florida","FL",60
25.7839,-80.2102,1997,3,"miami","florida","FL",200
25.7839,-80.2102,1999,1,"miami","florida","FL",60
25.7839,-80.2102,2000,1,"miami","florida","FL",432000
25.7839,-80.2102,2001,2,"miami","florida","FL",1050
25.7839,-80.2102,2005,1,"miami","florida","FL",1296000
25.7839,-80.2102,2006,9,"miami","florida","FL",810078.125
25.7839,-80.2102,2007,12,"miami","florida","FL",130506
25.7839,-80.2102,2008,15,"miami","florida","FL",339141.230769231
25.7839,-80.2102,2009,14,"miami","florida","FL",324359.166666667
25.7839,-80.2102,2010,14,"miami","florida","FL",6945.15384615385
25.7839,-80.2102,2011,23,"miami","florida","FL",546137.727272727
25.7839,-80.2102,2012,26,"miami","florida","FL",495201.818181818
25.7839,-80.2102,2013,18,"miami","florida","FL",278220.714285714
25.7839,-80.2102,2014,26,"miami","florida","FL",530559.130434783
25.7839,-80.2102,2015,17,"miami","florida","FL",605178.75
25.7839,-80.2102,2016,13,"miami","florida","FL",661263
25.7839,-80.2102,2017,4,"miami","florida","FL",1987200
25.7839,-80.2102,2018,7,"miami","florida","FL",124821.428571429
25.7839,-80.2102,2019,7,"miami","florida","FL",576320.833333333
25.7839,-80.2102,2020,15,"miami","florida","FL",365791.538461538
25.7839,-80.2102,2021,1,"miami","florida","FL",NA
25.7839,-80.2102,NA,3,"miami","florida","FL",1500
25.8151,-80.3565,2007,1,"doral","florida","FL",300
25.8151,-80.3565,2011,1,"doral","florida","FL",810
25.8151,-80.3565,2012,1,"doral","florida","FL",900
25.8151,-80.3565,2020,1,"doral","florida","FL",18000
25.8171,-80.1396,2007,1,"miami beach","florida","FL",864000
25.8171,-80.1396,2008,1,"miami beach","florida","FL",180
25.8171,-80.1396,2009,1,"miami beach","florida","FL",1200
25.8171,-80.1396,2011,2,"miami beach","florida","FL",9600
25.8171,-80.1396,2012,3,"miami beach","florida","FL",1296000
25.8171,-80.1396,2013,2,"miami beach","florida","FL",1987425
25.8171,-80.1396,2014,3,"miami beach","florida","FL",576200
25.8171,-80.1396,2015,2,"miami beach","florida","FL",130050
25.8171,-80.1396,2016,1,"miami beach","florida","FL",1296000
25.8171,-80.1396,2017,3,"miami beach","florida","FL",1297850
25.8171,-80.1396,2018,2,"miami beach","florida","FL",450
25.8171,-80.1396,2020,1,"miami beach","florida","FL",60
25.8195,-80.2894,2006,1,"miami springs","florida","FL",NA
25.8579,-81.3862,2011,1,"everglades","florida","FL",NA
25.8579,-81.3862,2014,1,"everglades","florida","FL",120
25.8579,-81.3862,2016,1,"everglades","florida","FL",300
25.8579,-81.3862,2018,1,"everglades","florida","FL",60
25.867,-80.1779,2015,1,"miami shores","florida","FL",216000
25.8696,-80.3046,2006,1,"hialeah","florida","FL",NA
25.8696,-80.3046,2008,1,"hialeah","florida","FL",2592000
25.8696,-80.3046,2010,1,"hialeah","florida","FL",60
25.8696,-80.3046,2011,4,"hialeah","florida","FL",583215
25.8696,-80.3046,2012,1,"hialeah","florida","FL",210
25.8696,-80.3046,2013,2,"hialeah","florida","FL",NA
25.8696,-80.3046,2014,3,"hialeah","florida","FL",100
25.8696,-80.3046,2018,1,"hialeah","florida","FL",420
25.8696,-80.3046,2020,2,"hialeah","florida","FL",216030
25.8878,-80.3569,2009,1,"hialeah gardens","florida","FL",180
25.9007,-80.1686,1972,1,"north miami","florida","FL",NA
25.9007,-80.1686,1974,1,"north miami","florida","FL",129600
25.9007,-80.1686,1985,1,"north miami","florida","FL",3888000
25.9007,-80.1686,2005,1,"north miami","florida","FL",600
25.9007,-80.1686,2013,1,"north miami","florida","FL",240
25.9007,-80.1686,2014,1,"north miami","florida","FL",NA
25.9125,-80.3214,2007,1,"miami lakes","florida","FL",1200
25.9125,-80.3214,2009,1,"miami lakes","florida","FL",180
25.9125,-80.3214,2012,1,"miami lakes","florida","FL",180
25.9125,-80.3214,2015,5,"miami lakes","florida","FL",1036896
25.9302,-80.166,1979,1,"north miami beach","florida","FL",90
25.9302,-80.166,2005,1,"north miami beach","florida","FL",2592000
25.9302,-80.166,2009,1,"north miami beach","florida","FL",300
25.9302,-80.166,2014,1,"north miami beach","florida","FL",120
25.9302,-80.166,2015,1,"north miami beach","florida","FL",2592000
25.9302,-80.166,2017,2,"north miami beach","florida","FL",120
25.9302,-80.166,NA,1,"north miami beach","florida","FL",300
25.933,-81.6993,2010,2,"marco island","florida","FL",304200
25.933,-81.6993,2012,2,"marco island","florida","FL",90
25.933,-81.6993,2013,2,"marco island","florida","FL",600
25.933,-81.6993,2014,2,"marco island","florida","FL",2700
25.933,-81.6993,2015,1,"marco island","florida","FL",600
25.933,-81.6993,2018,1,"marco island","florida","FL",NA
25.9385,-80.1246,2009,1,"sunny isles beach","florida","FL",NA
25.9385,-80.1246,2011,1,"sunny isles beach","florida","FL",NA
25.9385,-80.1246,2012,1,"sunny isles beach","florida","FL",NA
25.9565,-80.1372,2009,2,"aventura","florida","FL",345
25.9565,-80.1372,2011,1,"aventura","florida","FL",1728000
25.9565,-80.1372,2012,1,"aventura","florida","FL",432000
25.9565,-80.1372,2013,2,"aventura","florida","FL",570
25.9565,-80.1372,2020,2,"aventura","florida","FL",270
25.966,-80.121,2013,1,"golden beach","florida","FL",2700
25.966,-80.121,2020,1,"golden beach","florida","FL",3000
25.9773,-80.3351,2001,1,"miramar","florida","FL",240
25.9773,-80.3351,2009,1,"miramar","florida","FL",300
25.9773,-80.3351,2013,1,"miramar","florida","FL",600
25.9773,-80.3351,2014,1,"miramar","florida","FL",172800
25.9773,-80.3351,2015,2,"miramar","florida","FL",151350
25.9773,-80.3351,2016,1,"miramar","florida","FL",1050
25.9773,-80.3351,2017,1,"miramar","florida","FL",1800
25.9773,-80.3351,2019,2,"miramar","florida","FL",180
25.9773,-80.3351,NA,1,"miramar","florida","FL",432000
25.984,-80.1923,2014,1,"west park","florida","FL",NA
25.9854,-80.1423,1985,1,"hallandale beach","florida","FL",600
25.9854,-80.1423,2007,1,"hallandale beach","florida","FL",10800
25.9854,-80.1423,2020,1,"hallandale beach","florida","FL",172800
25.998,-97.4565,2006,1,"brownsville","texas","TX",1080000
25.998,-97.4565,2007,1,"brownsville","texas","TX",240
25.998,-97.4565,2008,4,"brownsville","texas","TX",108495
25.998,-97.4565,2012,2,"brownsville","texas","TX",195
25.998,-97.4565,2013,2,"brownsville","texas","TX",300
25.998,-97.4565,2014,1,"brownsville","texas","TX",180
25.998,-97.4565,2019,2,"brownsville","texas","TX",120
26.0128,-80.3382,1993,1,"pembroke pines","florida","FL",600
26.0128,-80.3382,1995,1,"pembroke pines","florida","FL",900
26.0128,-80.3382,2002,1,"pembroke pines","florida","FL",864000
26.0128,-80.3382,2008,2,"pembroke pines","florida","FL",346500
26.0128,-80.3382,2009,2,"pembroke pines","florida","FL",930
26.0128,-80.3382,2011,2,"pembroke pines","florida","FL",180
26.0128,-80.3382,2014,2,"pembroke pines","florida","FL",240
26.0128,-80.3382,2015,1,"pembroke pines","florida","FL",900
26.0128,-80.3382,2016,2,"pembroke pines","florida","FL",240
26.0128,-80.3382,2017,2,"pembroke pines","florida","FL",1296000
26.0128,-80.3382,2018,1,"pembroke pines","florida","FL",300
26.0128,-80.3382,2019,3,"pembroke pines","florida","FL",380
26.0128,-80.3382,2020,2,"pembroke pines","florida","FL",1500
26.0294,-80.1679,1981,1,"hollywood","florida","FL",2592000
26.0294,-80.1679,2002,1,"hollywood","florida","FL",900
26.0294,-80.1679,2006,2,"hollywood","florida","FL",3660
26.0294,-80.1679,2007,2,"hollywood","florida","FL",30
26.0294,-80.1679,2008,2,"hollywood","florida","FL",150
26.0294,-80.1679,2011,2,"hollywood","florida","FL",3300
26.0294,-80.1679,2012,4,"hollywood","florida","FL",86505
26.0294,-80.1679,2013,2,"hollywood","florida","FL",300
26.0294,-80.1679,2014,1,"hollywood","florida","FL",900
26.0294,-80.1679,2015,7,"hollywood","florida","FL",839614.285714286
26.0294,-80.1679,2016,2,"hollywood","florida","FL",1297800
26.0294,-80.1679,2017,1,"hollywood","florida","FL",7776000
26.0294,-80.1679,2018,1,"hollywood","florida","FL",150
26.0294,-80.1679,2020,2,"hollywood","florida","FL",1860
26.0294,-80.1679,NA,1,"hollywood","florida","FL",NA
26.0361,-97.5568,2012,4,"rancho viejo","texas","TX",1684830
26.0463,-80.2862,2006,1,"cooper city","florida","FL",120
26.0463,-80.2862,2012,1,"cooper city","florida","FL",NA
26.0463,-80.2862,2014,2,"cooper city","florida","FL",180
26.0463,-80.2862,2017,2,"cooper city","florida","FL",907200
26.0476,-80.375,2013,1,"southwest ranches","florida","FL",300
26.054,-97.2505,1989,1,"port isabel","texas","TX",600
26.054,-97.2505,2007,1,"port isabel","texas","TX",1296000
26.054,-97.2505,2015,1,"port isabel","texas","TX",5184000
26.0594,-80.1637,2001,1,"dania beach","florida","FL",120
26.0594,-80.1637,2011,1,"dania beach","florida","FL",60
26.0594,-80.1637,2013,1,"dania beach","florida","FL",270
26.0594,-80.1637,2014,1,"dania beach","florida","FL",300
26.0594,-80.1637,2020,1,"dania beach","florida","FL",180
26.0734,-97.8199,2009,1,"bluetown","texas","TX",1800
26.075,-97.4877,2016,1,"los fresnos","texas","TX",900
26.0767,-97.8464,2006,1,"santa maria","texas","TX",2700
26.0789,-80.287,2005,1,"davie","florida","FL",10800
26.0789,-80.287,2007,1,"davie","florida","FL",60
26.0789,-80.287,2008,5,"davie","florida","FL",360
26.0789,-80.287,2009,5,"davie","florida","FL",535752.4
26.0789,-80.287,2010,2,"davie","florida","FL",750
26.0789,-80.287,2011,3,"davie","florida","FL",43440
26.0789,-80.287,2012,3,"davie","florida","FL",470
26.0789,-80.287,2013,3,"davie","florida","FL",2590
26.0789,-80.287,2014,10,"davie","florida","FL",576320
