"","City","State","Sightings","Airport Count"
"3159","Sugar Grove","IL",5,0
"3160","Sun Prairie","WI",5,0
"3161","Swannanoa","NC",5,0
"3162","Sylvania","OH",5,0
"3163","Takoma Park","MD",5,0
"3164","Tarrytown","NY",5,0
"3165","Tazewell","TN",5,0
"3166","Temple","TX",5,1
"3167","Terrebonne","OR",5,0
"3168","Theodore","AL",5,0
"3169","Thomasville","GA",5,1
"3170","Thomson","GA",5,1
"3171","Tiburon","CA",5,0
"3172","Tiffin","OH",5,0
"3173","Tifton","GA",5,1
"3174","Tillamook","OR",5,1
"3175","Tinton Falls","NJ",5,0
"3176","Tonopah","AZ",5,0
"3177","Topsail Beach","NC",5,0
"3178","Torrington","WY",5,0
"3179","Tuscola","TX",5,0
"3180","Twin Lakes","WI",5,0
"3181","Umatilla","OR",5,0
"3182","Union","MO",5,0
"3183","Urbana","MD",5,0
"3184","Urbana","OH",5,0
"3185","Vadnais Heights","MN",5,0
"3186","Valley Center","CA",5,0
"3187","Valley Springs","CA",5,0
"3188","Valley Stream","NY",5,0
"3189","Vashon","WA",5,0
"3190","Vassar","MI",5,0
"3191","Wabash","IN",5,0
"3192","Wahoo","NE",5,1
"3193","Waimanalo","HI",5,0
"3194","Waldport","OR",5,0
"3195","Walkertown","NC",5,0
"3196","Watchung","NJ",5,0
"3197","Waupun","WI",5,0
"3198","West Grove","PA",5,0
"3199","West Hollywood","CA",5,0
"3200","Westbury","NY",5,0
"3201","Westerville","OH",5,0
"3202","Westfield","MA",5,1
"3203","White Plains","NY",5,1
"3204","Whitewater","WI",5,0
"3205","Whitney","TX",5,0
"3206","Wilkeson","WA",5,0
"3207","Willard","OH",5,0
"3208","Williamston","SC",5,0
"3209","Williston","ND",5,1
"3210","Willowick","OH",5,0
"3211","Wilmington","IL",5,0
"3212","Windsor","VA",5,0
"3213","Winfield","KS",5,1
"3214","Winona","MN",5,0
"3215","Wisconsin Rapids","WI",5,1
"3216","Woodridge","IL",5,0
"3217","Woodville","TX",5,0
"3218","Wooster","OH",5,0
"3219","Wylie","TX",5,0
"3220","Yacolt","WA",5,0
"3221","York","NE",5,0
"3222","Yorkville","IL",5,0
"3223","Yountville","CA",5,0
"3224","Yreka","CA",5,0
"3225","Acton","CA",4,0
"3226","Adair Village","OR",4,0
"3227","Adams","WI",4,0
"3228","Addison","IL",4,0
"3229","Adel","IA",4,0
"3230","Adelanto","CA",4,0
"3231","Advance","NC",4,0
"3232","Agawam","MA",4,0
"3233","Aiea","HI",4,0
"3234","Alachua","FL",4,0
"3235","Alamo","NV",4,0
"3236","Aledo","TX",4,0
"3237","Algoma","WI",4,0
"3238","Allegan","MI",4,0
"3239","Allendale","MI",4,0
"3240","Alliance","OH",4,0
"3241","American Canyon","CA",4,0
"3242","Anaconda","MT",4,0
"3243","Andover","KS",4,0
"3244","Andover","MN",4,0
"3245","Apalachicola","FL",4,1
"3246","Arlington","TN",4,0
"3247","Ashland","MO",4,0
"3248","Atlantic Highlands","NJ",4,0
"3249","Atwater","OH",4,0
"3250","Aurora","IN",4,0
"3251","Aurora","OR",4,1
"3252","Austin","NV",4,0
"3253","Bainbridge","OH",4,0
"3254","Baldwin","MI",4,0
"3255","Ballinger","TX",4,0
"3256","Barbourville","KY",4,0
"3257","Barnwell","SC",4,0
"3258","Bastrop","LA",4,0
"3259","Batesville","AR",4,0
"3260","Battle Mountain","NV",4,0
"3261","Beardstown","IL",4,0
"3262","Beatrice","NE",4,0
"3263","Beaver","OH",4,0
"3264","Bedford","VA",4,0
"3265","Belfair","WA",4,0
"3266","Belfast","ME",4,0
"3267","Bellaire","MI",4,0
"3268","Bellflower","CA",4,0
"3269","Belmar","NJ",4,0
"3270","Belton","TX",4,0
"3271","Benson","NC",4,0
"3272","Benton","AR",4,1
"3273","Berea","OH",4,0
"3274","Bernardsville","NJ",4,0
"3275","Berry Creek","CA",4,0
"3276","Berryville","AR",4,0
"3277","Bertram","TX",4,0
"3278","Bethany","OK",4,0
"3279","Beverly Hills","FL",4,0
"3280","Big Bear Lake","CA",4,0
"3281","Big Pine Key","FL",4,0
"3282","Big Spring","TX",4,0
"3283","Bigelow","AR",4,0
"3284","Birdsboro","PA",4,0
"3285","Birmingham","MI",4,0
"3286","Black Diamond","WA",4,0
"3287","Bloomfield Hills","MI",4,0
"3288","Bloomingdale","IL",4,0
"3289","Bluff City","TN",4,0
"3290","Bluffton","IN",4,0
"3291","Bondurant","IA",4,0
"3292","Bonita","CA",4,0
"3293","Bonne Terre","MO",4,0
"3294","Boonville","IN",4,0
"3295","Bradford","PA",4,1
"3296","Brady","WA",4,0
"3297","Breaux Bridge","LA",4,0
"3298","Brentwood","NY",4,0
"3299","Brigham City","UT",4,1
"3300","Brinnon","WA",4,0
"3301","Broadview Heights","OH",4,0
"3302","Broadway","VA",4,0
"3303","Brockport","NY",4,0
"3304","Brooklyn","MI",4,0
"3305","Brookston","IN",4,0
"3306","Brown Deer","WI",4,0
"3307","Brownfield","TX",4,0
"3308","Browns Mills","NJ",4,0
"3309","Brunswick","GA",4,2
"3310","Brush Prairie","WA",4,0
"3311","Buchanan","GA",4,0
"3312","Buchanan","MI",4,0
"3313","Buckhead","GA",4,0
"3314","Buffalo","MO",4,0
"3315","Buffalo","WY",4,0
"3316","Bunnell","FL",4,0
"3317","Burkesville","KY",4,0
"3318","Burlington","KY",4,0
"3319","Byron","IL",4,0
"3320","Cadillac","MI",4,0
"3321","Cadiz","OH",4,0
"3322","California","MO",4,0
"3323","California City","CA",4,0
"3324","Camp Hill","PA",4,0
"3325","Campbellsville","KY",4,0
"3326","Cape Neddick","ME",4,0
"3327","Captain Cook","HI",4,0
"3328","Carnation","WA",4,0
"3329","Carrollton","OH",4,0
"3330","Cass Lake","MN",4,0
"3331","Cedar Lake","IN",4,0
"3332","Cedartown","GA",4,0
"3333","Centerport","NY",4,0
"3334","Centerton","AR",4,0
"3335","Centerville","GA",4,0
"3336","Centerville","PA",4,0
"3337","Central City","NE",4,0
"3338","Centralia","MO",4,0
"3339","Champlin","MN",4,0
"3340","Chappaqua","NY",4,0
"3341","Charleroi","PA",4,0
"3342","Charles Town","WV",4,0
"3343","Chatham","IL",4,0
"3344","Chester","PA",4,0
"3345","Chester","WV",4,0
"3346","Chestertown","MD",4,0
"3347","Chewelah","WA",4,0
"3348","Chicago Ridge","IL",4,0
"3349","Chillicothe","IL",4,0
"3350","China Spring","TX",4,0
"3351","Chittenango","NY",4,0
"3352","Cicero","IN",4,0
"3353","Clawson","MI",4,0
"3354","Clayville","NY",4,0
"3355","Clearfield","UT",4,0
"3356","Clemson","SC",4,1
"3357","Clifton Heights","PA",4,0
"3358","Clinton","NY",4,0
"3359","Clinton","UT",4,0
"3360","Clover","SC",4,0
"3361","Coachella","CA",4,0
"3362","Cobb","CA",4,0
"3363","Cockeysville","MD",4,0
"3364","Coleman","TX",4,0
"3365","Colleyville","TX",4,0
"3366","Collingswood","NJ",4,0
"3367","Coloma","MI",4,0
"3368","Colton","CA",4,0
"3369","Columbia","KY",4,0
"3370","Columbus","NE",4,1
"3371","Comfort","TX",4,0
"3372","Commerce","GA",4,0
"3373","Comstock Park","MI",4,0
"3374","Converse","IN",4,0
"3375","Converse","TX",4,0
"3376","Cook","MN",4,0
"3377","Cookeville","TN",4,0
"3378","Coolidge","GA",4,0
"3379","Cooperstown","NY",4,0
"3380","Corning","NY",4,0
"3381","Corrales","NM",4,0
"3382","Corvallis","MT",4,0
"3383","Cotati","CA",4,0
"3384","Coudersport","PA",4,0
"3385","Coupeville","WA",4,0
"3386","Coweta","OK",4,0
"3387","Crested Butte","CO",4,0
"3388","Crestline","OH",4,0
"3389","Crestone","CO",4,0
"3390","Cross Lanes","WV",4,0
"3391","Cross Roads","TX",4,0
"3392","Croydon","PA",4,0
"3393","Crystal River","FL",4,1
"3394","Culver","OR",4,0
"3395","Cut Bank","MT",4,0
"3396","Cutler Bay","FL",4,0
"3397","Danielson","CT",4,1
"3398","Dash Point","WA",4,0
"3399","De Soto","MO",4,0
"3400","Dearing","GA",4,0
"3401","DeKalb","IL",4,0
"3402","Delafield","WI",4,0
"3403","Delavan","WI",4,0
"3404","Delmar","MD",4,0
"3405","Delta","OH",4,0
"3406","Dickinson","ND",4,1
"3407","Dillon","MT",4,0
"3408","Dinuba","CA",4,0
"3409","Dolores","CO",4,0
"3410","Donalds","SC",4,0
"3411","Donnelly","ID",4,0
"3412","Dora","AL",4,0
"3413","Doral","FL",4,0
"3414","Dover","FL",4,0
"3415","Duck","NC",4,0
"3416","Duncan","AZ",4,0
"3417","Duncannon","PA",4,0
"3418","East Falmouth","MA",4,0
"3419","East Meadow","NY",4,0
"3420","East Moline","IL",4,0
"3421","East Patchogue","NY",4,0
"3422","East Sandwich","MA",4,0
"3423","Eaton","CO",4,0
"3424","Eatonton","GA",4,0
"3425","Edwardsburg","MI",4,0
"3426","Effingham","IL",4,0
"3427","Effort","PA",4,0
"3428","Egan","SD",4,0
"3429","Eldon","MO",4,0
"3430","Eldora","IA",4,0
"3431","Elizabeth","PA",4,0
"3432","Ellwood City","PA",4,0
"3433","Elmont","NY",4,0
"3434","Eudora","KS",4,0
"3435","Eufaula","AL",4,0
"3436","Euharlee","GA",4,0
"3437","Eunice","LA",4,0
"3438","Eureka Springs","AR",4,0
"3439","Evanston","IL",4,0
"3440","Everglades","FL",4,0
"3441","Exeter","NE",4,0
"3442","Exeter","PA",4,0
"3443","Fairview","NC",4,0
"3444","Fairview","NJ",4,0
"3445","Fairview Heights","IL",4,0
"3446","Fall City","WA",4,0
"3447","Fallston","MD",4,0
"3448","Felton","DE",4,0
"3449","Fergus Falls","MN",4,0
"3450","Fernandina Beach","FL",4,0
"3451","Filer","ID",4,0
"3452","Fillmore","CA",4,0
"3453","Flemington","NJ",4,0
"3454","Fletcher","NC",4,0
"3455","Florham Park","NJ",4,0
"3456","Forest Hills","PA",4,0
"3457","Fort Knox","KY",4,1
"3458","Fort Oglethorpe","GA",4,0
"3459","Fort Stockton","TX",4,1
"3460","Fort Washington","MD",4,0
"3461","Fort Wright","KY",4,0
"3462","Foster City","CA",4,0
"3463","Franklin","NJ",4,0
"3464","Franklinton","LA",4,0
"3465","Fredericksburg","TX",4,0
"3466","Fremont","MI",4,0
"3467","Fremont","WI",4,0
"3468","Gainesville","TX",4,0
"3469","Galatia","IL",4,0
"3470","Galesburg","MI",4,0
"3471","Gallatin Gateway","MT",4,0
"3472","Ganado","AZ",4,0
"3473","Garden City","KS",4,1
"3474","Garrison","MN",4,0
"3475","Gaston","OR",4,0
"3476","Gatlinburg","TN",4,0
"3477","Gautier","MS",4,0
"3478","George","WA",4,0
"3479","Gibsonville","NC",4,0
"3480","Girard","OH",4,0
"3481","Glenrock","WY",4,0
"3482","Glenside","PA",4,0
"3483","Golden Valley","MN",4,0
"3484","Goldthwaite","TX",4,0
"3485","Goodland","KS",4,1
"3486","Grafton","WI",4,0
"3487","Grand Haven","MI",4,0
"3488","Grand Rivers","KY",4,0
"3489","Grandview","WA",4,0
"3490","Granger","IN",4,0
"3491","Granite Falls","NC",4,0
"3492","Grants","NM",4,1
"3493","Grapevine","TX",4,0
"3494","Gravette","AR",4,0
"3495","Grayson","GA",4,0
"3496","Grayson","KY",4,0
"3497","Green Island","NY",4,0
"3498","Greenfield","WI",4,0
"3499","Greensboro","GA",4,0
"3500","Greenville","IL",4,0
"3501","Greenwood","AR",4,0
"3502","Greenwood","MS",4,1
"3503","Gun Barrel City","TX",4,0
"3504","Gustine","CA",4,0
"3505","Guthrie","OK",4,0
"3506","Hampton","AR",4,0
"3507","Hardin","MT",4,0
"3508","Harpers Ferry","WV",4,0
"3509","Harrington","DE",4,0
"3510","Harrogate","TN",4,0
"3511","Hartman","AR",4,0
"3512","Hartselle","AL",4,0
"3513","Hastings","NE",4,0
"3514","Havre de Grace","MD",4,0
"3515","Hayesville","NC",4,0
"3516","Hayfork","CA",4,0
"3517","Hazel Park","MI",4,0
"3518","Hazelwood","MO",4,0
"3519","Hazleton","PA",4,1
"3520","Heath","OH",4,0
"3521","Helena","AL",4,0
"3522","Hewlett","NY",4,0
"3523","Highwood","IL",4,0
"3524","Hinsdale","IL",4,0
"3525","Hoboken","NJ",4,0
"3526","Hockessin","DE",4,0
"3527","Hometown","IL",4,0
"3528","Homewood","AL",4,0
"3529","Hubbard","OH",4,0
"3530","Hugo","OK",4,0
"3531","Huntingtown","MD",4,0
"3532","Imlay City","MI",4,0
"3533","Incline Village","NV",4,0
"3534","Indian Harbour Beach","FL",4,0
"3535","Inkster","MI",4,0
"3536","Ione","WA",4,0
"3537","Isla Vista","CA",4,0
"3538","Island Pond","VT",4,0
"3539","Jackson","CA",4,0
"3540","Jal","NM",4,0
"3541","Jamesport","NY",4,0
"3542","Jamestown","CA",4,0
"3543","Janesville","CA",4,0
"3544","Jasper","FL",4,0
"3545","Jasper","IN",4,0
"3546","Jefferson","MD",4,0
"3547","John Day","OR",4,0
"3548","Johnstown","CO",4,0
"3549","Jonesboro","IN",4,0
"3550","Joppatowne","MD",4,0
"3551","Junction City","KS",4,0
"3552","Kaanapali","HI",4,0
"3553","Kanab","UT",4,0
"3554","Kaufman","TX",4,0
"3555","Kaunakakai","HI",4,0
"3556","Kayenta","AZ",4,0
"3557","Keansburg","NJ",4,0
"3558","Kemah","TX",4,0
"3559","Kensington","MD",4,0
"3560","Kerrville","TX",4,1
"3561","Keyser","WV",4,0
"3562","Kiawah Island","SC",4,0
"3563","Kilgore","TX",4,0
"3564","King of Prussia","PA",4,0
"3565","Kingsford","MI",4,0
"3566","Kingston","PA",4,0
"3567","Kingsville","MO",4,0
"3568","Kirkwood","MO",4,0
"3569","Knox","IN",4,0
"3570","Kutztown","PA",4,0
"3571","Kyle","TX",4,0
"3572","La Junta","CO",4,1
"3573","La Palma","CA",4,0
"3574","Lacassine","LA",4,0
"3575","Lackawanna","NY",4,0
"3576","Lady Lake","FL",4,0
"3577","Lagrange","IN",4,0
"3578","Lake Station","IN",4,0
"3579","Lakehills","TX",4,0
"3580","Lanagan","MO",4,0
"3581","Lanett","AL",4,0
"3582","Las Vegas","NM",4,1
"3583","Laytonville","CA",4,0
"3584","Leadville","CO",4,0
"3585","Leawood","KS",4,0
"3586","Leesburg","FL",4,1
"3587","Lenoir City","TN",4,0
"3588","Lenzburg","IL",4,0
"3589","Lewiston","MI",4,0
"3590","Lewistown","MT",4,1
"3591","Lexington","NE",4,1
"3592","Lexington","TX",4,0
"3593","Liberty","KY",4,0
"3594","Liberty","SC",4,0
"3595","Libertyville","IL",4,0
"3596","Lillington","NC",4,0
"3597","Limon","CO",4,0
"3598","Lindsborg","KS",4,0
"3599","Linthicum","MD",4,0
"3600","Lithia Springs","GA",4,0
"3601","Lithonia","GA",4,0
"3602","Live Oak","CA",4,0
"3603","Livingston","LA",4,0
"3604","Lodi","NJ",4,0
"3605","London","OH",4,1
"3606","Loon Lake","WA",4,0
"3607","Los Alamitos","CA",4,0
"3608","Los Osos","CA",4,0
"3609","Louisburg","KS",4,0
"3610","Lovington","NM",4,0
"3611","Lucedale","MS",4,0
"3612","Ludington","MI",4,1
"3613","Lynbrook","NY",4,0
"3614","Lyndon Station","WI",4,0
"3615","Lyndonville","VT",4,0
"3616","Madison","IN",4,0
"3617","Magnolia","TX",4,0
"3618","Maitland","FL",4,0
"3619","Malabar","FL",4,0
"3620","Manchester","KY",4,0
"3621","Manhattan","IL",4,0
"3622","Manistee","MI",4,1
"3623","Manor","TX",4,0
"3624","Marcus Hook","PA",4,0
"3625","Marksville","LA",4,0
"3626","Mars Hill","NC",4,0
"3627","Marshall","MI",4,1
"3628","Marshall","WI",4,0
"3629","Martinsville","IN",4,0
"3630","Martinsville","VA",4,1
"3631","Maryland Heights","MO",4,0
"3632","Maryville","MO",4,0
"3633","Mastic","NY",4,0
"3634","Maysville","OK",4,0
"3635","Mckeesport","PA",4,0
"3636","McLean","VA",4,0
"3637","Medical Lake","WA",4,0
"3638","Melville","NY",4,0
"3639","Menasha","WI",4,0
"3640","Mequon","WI",4,0
"3641","Mercer","PA",4,0
"3642","Mercersburg","PA",4,0
"3643","Merriam","KS",4,0
"3644","Mexico","MO",4,0
"3645","Micco","FL",4,0
"3646","Middle Island","NY",4,0
"3647","Midland","NC",4,0
"3648","Midlothian","IL",4,0
"3649","Midway","GA",4,0
"3650","Milan","OH",4,0
"3651","Milford","NE",4,0
"3652","Mill Valley","CA",4,0
"3653","Milledgeville","GA",4,1
"3654","Millstadt","IL",4,0
"3655","Millville","PA",4,0
"3656","Milton","GA",4,0
"3657","Mims","FL",4,0
"3658","Minden","NV",4,0
"3659","Minersville","PA",4,0
"3660","Mint Hill","NC",4,0
"3661","Mission","SD",4,0
"3662","Mission Hills","CA",4,0
"3663","Mohnton","PA",4,0
"3664","Monmouth","OR",4,0
"3665","Monroe","WI",4,1
"3666","Monroe City","MO",4,0
"3667","Montana City","MT",4,0
"3668","Montello","WI",4,0
"3669","Montevallo","AL",4,0
"3670","Montreal","MO",4,0
"3671","Mora","MN",4,0
"3672","Moravian Falls","NC",4,0
"3673","Morganville","NJ",4,0
"3674","Morrisville","NC",4,0
"3675","Moss Bluff","LA",4,0
"3676","Moundsville","WV",4,0
"3677","Mount Joy","PA",4,0
"3678","Mount Prospect","IL",4,0
"3679","Mount Vernon","MO",4,0
"3680","Mount Vernon","OH",4,0
"3681","Mountain City","TN",4,0
"3682","Mountain Top","PA",4,0
"3683","Mulino","OR",4,0
"3684","Munford","TN",4,0
"3685","Munhall","PA",4,0
"3686","Muscle Shoals","AL",4,1
"3687","Myrtle Point","OR",4,0
"3688","Naches","WA",4,0
"3689","Nanticoke","PA",4,0
"3690","Napavine","WA",4,0
"3691","Natchitoches","LA",4,0
"3692","Nehalem","OR",4,0
"3693","New Brighton","MN",4,0
"3694","New Carrollton","MD",4,0
"3695","New Cumberland","WV",4,0
"3696","New Freedom","PA",4,0
"3697","New Hope","MN",4,0
"3698","New London","IA",4,0
"3699","New Philadelphia","OH",4,0
"3700","New Richmond","WI",4,1
"3701","New Washington","OH",4,0
"3702","Newberry","FL",4,0
"3703","Newburyport","MA",4,0
"3704","Newport","TN",4,0
"3705","Nikiski","AK",4,0
"3706","Ninilchik","AK",4,0
"3707","North Aurora","IL",4,0
"3708","North Falmouth","MA",4,0
"3709","North Fort Myers","FL",4,0
"3710","Northville","MI",4,0
"3711","Oak Park","CA",4,0
"3712","Oakdale","PA",4,0
"3713","Oakland","TN",4,0
"3714","Odenton","MD",4,0
"3715","Old Town","ME",4,0
"3716","Olean","NY",4,0
"3717","Olivehurst","CA",4,0
"3718","Omro","WI",4,0
"3719","Ooltewah","TN",4,0
"3720","Orange City","FL",4,0
"3721","Orangeburg","NY",4,0
"3722","Orr","MN",4,0
"3723","Osceola","IA",4,0
"3724","Osceola","IN",4,0
"3725","Otsego","MN",4,0
"3726","Ottawa","KS",4,0
"3727","Oxon Hill","MD",4,0
"3728","Ozark","AR",4,0
"3729","Palestine","TX",4,0
"3730","Park Forest","IL",4,0
"3731","Paulden","AZ",4,0
"3732","Pawcatuck","CT",4,0
"3733","Pe Ell","WA",4,0
"3734","Pearl","MS",4,0
"3735","Pearl River","NY",4,0
"3736","Pelham","AL",4,0
"3737","Pelion","SC",4,0
"3738","Pella","IA",4,0
"3739","Pennsburg","PA",4,0
"3740","Perry","OK",4,1
"3741","Petoskey","MI",4,0
"3742","Peyton","CO",4,0
"3743","Philippi","WV",4,0
"3744","Philomath","OR",4,0
"3745","Phoenix","NY",4,0
"3746","Piedmont","SC",4,0
"3747","Pike Creek","DE",4,0
"3748","Pikesville","MD",4,0
"3749","Pilot Rock","OR",4,0
"3750","Pine Mountain","GA",4,1
"3751","Pinehurst","NC",4,0
"3752","Plain Dealing","LA",4,0
"3753","Plainwell","MI",4,0
"3754","Plano","IL",4,0
"3755","Platteville","WI",4,0
"3756","Plattsmouth","NE",4,0
"3757","Pleasant Grove","UT",4,0
"3758","Pleasant Prairie","WI",4,0
"3759","Plover","WI",4,0
"3760","Pocahontas","AR",4,0
"3761","Pompton Lakes","NJ",4,0
"3762","Ponchatoula","LA",4,0
"3763","Poplar Bluff","MO",4,1
"3764","Port Allegany","PA",4,0
"3765","Port Washington","WI",4,0
"3766","Portales","NM",4,0
"3767","Post","TX",4,0
"3768","Presque Isle","ME",4,1
"3769","Preston","MD",4,0
"3770","Princeton","KY",4,0
"3771","prosser","WA",4,0
"3772","Prosser","WA",4,1
"3773","Purvis","MS",4,0
"3774","Rancho Viejo","TX",4,0
"3775","Ranchos de Taos","NM",4,0
"3776","Ravena","NY",4,0
"3777","Raytown","MO",4,0
"3778","Red Lion","PA",4,0
"3779","Richfield","MN",4,0
"3780","Richfield","WI",4,0
"3781","Ridley Park","PA",4,0
"3782","Rio Linda","CA",4,0
"3783","Rochester","IN",4,0
"3784","Rockledge","FL",4,0
"3785","Rockledge","PA",4,0
"3786","Rockmart","GA",4,0
"3787","Rocky Point","NY",4,0
"3788","Rocky River","OH",4,0
"3789","Rogue River","OR",4,0
"3790","Rolesville","NC",4,0
"3791","Rolling Meadows","IL",4,0
"3792","Romney","WV",4,0
"3793","Roosevelt","UT",4,0
"3794","Rosman","NC",4,0
"3795","Sacaton","AZ",4,0
"3796","Sachse","TX",4,0
"3797","Salem","IN",4,0
"3798","Salem","NJ",4,0
"3799","Salome","AZ",4,0
"3800","Saltville","VA",4,0
"3801","San antonio","TX",4,0
"3802","San Benito","TX",4,0
"3803","Sanger","TX",4,0
"3804","Santa Clara","UT",4,0
"3805","Santa Fe Springs","CA",4,0
"3806","Santa Nella","CA",4,0
"3807","Saucier","MS",4,0
"3808","Sauk Rapids","MN",4,0
"3809","Sayreville","NJ",4,0
"3810","Schofield Barracks","HI",4,0
"3811","Seabeck","WA",4,0
"3812","Seabrook","TX",4,0
"3813","Searcy","AR",4,0
"3814","Secaucus","NJ",4,0
"3815","Selinsgrove","PA",4,0
"3816","Selma","CA",4,0
"3817","Senatobia","MS",4,0
"3818","Seven Hills","OH",4,0
"3819","Shafter","CA",4,0
"3820","Shasta Lake","CA",4,0
"3821","Shavertown","PA",4,0
"3822","Sheffield Lake","OH",4,0
"3823","Shelby","MI",4,0
"3824","Shelby","OH",4,0
"3825","Shepherd","TX",4,0
"3826","Shepherdstown","WV",4,0
"3827","Shillington","PA",4,0
"3828","Shinnston","WV",4,0
"3829","Shorewood","IL",4,0
"3830","Sidney","MT",4,1
"3831","Siler City","NC",4,0
"3832","Sinking Spring","PA",4,0
"3833","Sisters","OR",4,0
"3834","Skykomish","WA",4,0
"3835","Smithfield","VA",4,0
"3836","Smithville","TX",4,0
"3837","Snyder","TX",4,0
"3838","Solvang","CA",4,0
"3839","Soquel","CA",4,0
"3840","South Amboy","NJ",4,0
"3841","South Ogden","UT",4,0
"3842","South Pasadena","CA",4,0
"3843","South Williamsport","PA",4,0
"3844","Spanish Fork","UT",4,0
"3845","Sparland","IL",4,0
"3846","Spring Hill","KS",4,0
"3847","Springville","UT",4,0
"3848","Spruce Pine","NC",4,0
"3849","St. Augustine Beach","FL",4,0
"3850","St. Clair","MO",4,0
"3851","St. James","NY",4,0
"3852","St. Robert","MO",4,0
"3853","Stanardsville","VA",4,0
"3854","Starke","FL",4,0
"3855","Statham","GA",4,0
"3856","Steelville","MO",4,0
"3857","Steger","IL",4,0
"3858","Stockton","MO",4,0
"3859","Storrs","CT",4,0
"3860","Sturgis","MI",4,0
"3861","Sturgis","SD",4,0
"3862","Sugar Hill","GA",4,0
"3863","Sullivan","IL",4,0
"3864","Summerfield","NC",4,0
"3865","Sumrall","MS",4,0
"3866","Sun Lakes","AZ",4,0
"3867","Superior","CO",4,0
"3868","Sussex","NJ",4,0
"3869","Sutton","WV",4,0
"3870","Swartz Creek","MI",4,0
"3871","Sweet Home","OR",4,0
"3872","Sylacauga","AL",4,1
"3873","Talihina","OK",4,0
"3874","Tallmadge","OH",4,0
"3875","Taylorville","IL",4,0
"3876","Tega Cay","SC",4,0
"3877","Telluride","CO",4,1
"3878","Temple City","CA",4,0
"3879","Templeton","CA",4,0
"3880","Texarkana","AR",4,1
"3881","Thornville","OH",4,0
"3882","Tice","FL",4,0
"3883","Townsend","DE",4,0
"3884","Troy","NC",4,0
"3885","Tucumcari","NM",4,1
"3886","Tularosa","NM",4,0
"3887","Turnersville","NJ",4,0
"3888","Union","SC",4,0
"3889","Van Alstyne","TX",4,0
"3890","Van Wert","OH",4,1
"3891","Vandenberg AFB","CA",4,0
"3892","Victor","ID",4,0
"3893","Victor","MT",4,0
"3894","Vidalia","GA",4,1
"3895","Villas","NJ",4,0
"3896","Vinton","IA",4,0
"3897","Volo","IL",4,0
"3898","Voorheesville","NY",4,0
"3899","Walden","NY",4,0
"3900","Walnut","CA",4,0
"3901","Walterboro","SC",4,0
"3902","Walworth","WI",4,0
"3903","Wapato","WA",4,0
"3904","Warren","PA",4,0
"3905","Warrenton","OR",4,0
"3906","Warrior","AL",4,0
"3907","Wartrace","TN",4,0
"3908","Washington","IN",4,0
"3909","Washington","UT",4,0
"3910","Washingtonville","NY",4,0
"3911","Watertown","SD",4,1
"3912","Waverly","TN",4,0
"3913","Waves","NC",4,0
"3914","Wayland","MI",4,0
"3915","Waynesville","NC",4,0
"3916","Wellington","KS",4,1
"3917","Wellsboro","PA",4,0
"3918","Wendell","ID",4,0
"3919","Wendover","UT",4,0
"3920","Weslaco","TX",4,0
"3921","West Branch","IA",4,0
"3922","West Branch","MI",4,0
"3923","West Fargo","ND",4,0
"3924","West Jefferson","NC",4,0
"3925","West Memphis","AR",4,0
"3926","West New York","NJ",4,0
"3927","West Richland","WA",4,0
"3928","Westlake","OH",4,0
"3929","Westwood","CA",4,0
"3930","Westwood","NJ",4,0
"3931","White Bear Lake","MN",4,0
"3932","White Sulphur Springs","MT",4,0
"3933","Whitesburg","KY",4,0
"3934","Whitmire","SC",4,0
"3935","Wickliffe","KY",4,0
"3936","Wilkesboro","NC",4,0
"3937","Williamsburg","KY",4,0
"3938","Willow","AK",4,0
"3939","Willow Street","PA",4,0
