Duration,lat,lng
,39.7621,-104.8759
3600,39.7621,-104.8759
3600,39.7621,-104.8759
600,39.7621,-104.8759
1728000,39.7621,-104.8759
300,39.7621,-104.8759
120,39.7621,-104.8759
1296000,39.7621,-104.8759
180,39.7621,-104.8759
432000,39.7621,-104.8759
,39.7621,-104.8759
420,39.7621,-104.8759
60,39.7621,-104.8759
180,39.7621,-104.8759
,39.7621,-104.8759
648000,39.7621,-104.8759
300,39.7621,-104.8759
300,39.7621,-104.8759
60,39.7621,-104.8759
60,39.7621,-104.8759
120,39.7621,-104.8759
,39.7621,-104.8759
1036800,39.7621,-104.8759
900,39.7621,-104.8759
600,39.7621,-104.8759
259200,39.7621,-104.8759
150,39.7621,-104.8759
90,39.7621,-104.8759
300,39.7621,-104.8759
60,39.7621,-104.8759
180,39.7621,-104.8759
360,39.7621,-104.8759
900,39.7621,-104.8759
60,39.7621,-104.8759
300,39.7621,-104.8759
720,39.7621,-104.8759
3600,39.7621,-104.8759
300,39.7621,-104.8759
3600,39.7621,-104.8759
600,39.7621,-104.8759
180,39.7621,-104.8759
1200,39.7621,-104.8759
,39.7621,-104.8759
2592000,39.7621,-104.8759
300,39.7621,-104.8759
300,39.7621,-104.8759
648000,39.7621,-104.8759
5184000,39.7621,-104.8759
1200,39.7621,-104.8759
900,39.7621,-104.8759
,39.7621,-104.8759
120,39.7621,-104.8759
120,39.7621,-104.8759
180,39.7621,-104.8759
300,39.7621,-104.8759
210,39.7621,-104.8759
720,39.7621,-104.8759
900,39.7621,-104.8759
240,39.7621,-104.8759
864000,39.7621,-104.8759
1728000,39.7621,-104.8759
5184000,39.7621,-104.8759
120,39.7621,-104.8759
1800,39.7621,-104.8759
,39.7621,-104.8759
180,39.7621,-104.8759
180,39.7621,-104.8759
60,39.7621,-104.8759
172800,39.7621,-104.8759
300,39.7621,-104.8759
600,39.7621,-104.8759
180,39.7621,-104.8759
172800,39.7621,-104.8759
18000,39.7621,-104.8759
300,39.7621,-104.8759
300,39.7621,-104.8759
300,39.7621,-104.8759
60,39.7621,-104.8759
180,39.7621,-104.8759
2592000,39.7621,-104.8759
60,39.7621,-104.8759
864000,39.7621,-104.8759
900,39.7621,-104.8759
60,39.7621,-104.8759
480,39.7621,-104.8759
1200,39.7621,-104.8759
900,39.7621,-104.8759
,39.7621,-104.8759
1296000,39.7621,-104.8759
180,39.7621,-104.8759
1200,39.7621,-104.8759
240,39.7621,-104.8759
120,39.7621,-104.8759
7200,39.7621,-104.8759
,39.7621,-104.8759
864000,39.7621,-104.8759
20,39.7621,-104.8759
,39.7621,-104.8759
432000,39.7621,-104.8759
120,39.7621,-104.8759
1200,39.7621,-104.8759
180,39.7621,-104.8759
120,39.7621,-104.8759
300,39.7621,-104.8759
90,39.7621,-104.8759
1500,39.7621,-104.8759
1800,39.7621,-104.8759
180,39.7621,-104.8759
210,39.7621,-104.8759
3888000,39.7621,-104.8759
2700,39.7621,-104.8759
10800,39.7621,-104.8759
1200,39.7621,-104.8759
864000,39.7621,-104.8759
,39.7621,-104.8759
240,39.7621,-104.8759
7200,39.7621,-104.8759
900,39.7621,-104.8759
120,39.7621,-104.8759
300,39.7621,-104.8759
345600,39.7621,-104.8759
1728000,39.7621,-104.8759
420,39.7621,-104.8759
600,39.7621,-104.8759
300,39.7621,-104.8759
300,39.7621,-104.8759
90,39.7621,-104.8759
432000,39.7621,-104.8759
120,39.7621,-104.8759
,39.7621,-104.8759
600,39.7621,-104.8759
420,39.7621,-104.8759
150,39.7621,-104.8759
2700,39.7621,-104.8759
60,39.7621,-104.8759
7776000,39.7621,-104.8759
90,39.7621,-104.8759
120,39.7621,-104.8759
,39.7621,-104.8759
1728000,39.7621,-104.8759
2592000,39.7621,-104.8759
432000,39.7621,-104.8759
60,39.7621,-104.8759
,39.7621,-104.8759
,39.7621,-104.8759
2400,39.7621,-104.8759
,39.7621,-104.8759
2592000,39.7621,-104.8759
1080000,39.7621,-104.8759
2592000,39.7621,-104.8759
1200,39.7621,-104.8759
30,39.7621,-104.8759
30,39.7621,-104.8759
864000,39.7621,-104.8759
,39.7621,-104.8759
2592000,39.7621,-104.8759
259200,39.7621,-104.8759
1080000,39.7621,-104.8759
1200,39.7621,-104.8759
1,39.7621,-104.8759
1200,39.7621,-104.8759
180,39.7621,-104.8759
600,39.7621,-104.8759
12000,39.7621,-104.8759
60,39.7621,-104.8759
1200,39.7621,-104.8759
600,39.7621,-104.8759
900,39.7621,-104.8759
600,40.4166,-105.0623
180,40.4166,-105.0623
3600,40.4166,-105.0623
1800,40.4166,-105.0623
150,40.4166,-105.0623
1080,40.4166,-105.0623
864000,40.4166,-105.0623
1800,40.4166,-105.0623
1200,40.4166,-105.0623
240,40.4166,-105.0623
1500,40.4166,-105.0623
,40.4166,-105.0623
2700,40.4166,-105.0623
1200,40.4166,-105.0623
240,40.4166,-105.0623
180,40.4166,-105.0623
180,40.4166,-105.0623
1728000,40.4166,-105.0623
900,40.4166,-105.0623
900,40.4166,-105.0623
300,40.4166,-105.0623
900,40.4166,-105.0623
432000,40.4166,-105.0623
60,40.4166,-105.0623
600,40.4166,-105.0623
900,40.4166,-105.0623
2592000,40.4166,-105.0623
259200,40.4166,-105.0623
300,40.4166,-105.0623
5,40.4166,-105.0623
864000,40.4166,-105.0623
,40.4166,-105.0623
300,40.4166,-105.0623
900,40.4166,-105.0623
432000,40.4166,-105.0623
780,40.4166,-105.0623
900,40.4166,-105.0623
300,40.4166,-105.0623
1800,40.4166,-105.0623
864000,40.4166,-105.0623
2808000,40.4166,-105.0623
120,40.4166,-105.0623
1800,40.4166,-105.0623
60,40.4166,-105.0623
120,40.4166,-105.0623
210,40.4166,-105.0623
3600,40.4166,-105.0623
1800,40.4166,-105.0623
300,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
180,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
7776000,39.0876,-108.5673
,39.0876,-108.5673
1296000,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
,39.0876,-108.5673
3024000,39.0876,-108.5673
1800,39.0876,-108.5673
1800,39.0876,-108.5673
,39.0876,-108.5673
690,39.0876,-108.5673
240,39.0876,-108.5673
180,39.0876,-108.5673
1200,39.0876,-108.5673
180,39.0876,-108.5673
60,39.0876,-108.5673
2592000,39.0876,-108.5673
120,39.0876,-108.5673
7200,39.0876,-108.5673
1296000,39.0876,-108.5673
3600,39.0876,-108.5673
240,39.0876,-108.5673
1200,39.0876,-108.5673
240,39.0876,-108.5673
360,39.0876,-108.5673
1800,39.0876,-108.5673
1800,39.0876,-108.5673
2100,39.0876,-108.5673
1296000,39.0876,-108.5673
750,39.0876,-108.5673
3600,39.0876,-108.5673
3600,39.0876,-108.5673
900,39.0876,-108.5673
0,39.0876,-108.5673
300,39.0876,-108.5673
300,39.0876,-108.5673
1800,39.0876,-108.5673
300,39.0876,-108.5673
210,39.0876,-108.5673
1728000,39.0876,-108.5673
2592000,39.0876,-108.5673
60,39.0876,-108.5673
,39.0876,-108.5673
3600,39.0876,-108.5673
60,39.0876,-108.5673
432000,39.0876,-108.5673
,39.0876,-108.5673
240,39.0876,-108.5673
900,39.0876,-108.5673
360,39.0876,-108.5673
1800,39.0876,-108.5673
60,39.0876,-108.5673
2808000,39.0876,-108.5673
1200,39.0876,-108.5673
600,39.6349,-105.3356
240,39.6349,-105.3356
1200,39.6349,-105.3356
172800,39.6349,-105.3356
648000,39.6349,-105.3356
240,39.6349,-105.3356
60,39.6349,-105.3356
1200,39.6349,-105.3356
60,38.53,-105.9981
,38.53,-105.9981
300,38.53,-105.9981
900,38.53,-105.9981
1296000,38.53,-105.9981
120,38.53,-105.9981
300,38.53,-105.9981
450,39.643,-105.1936
300,39.643,-105.1936
9000,39.643,-105.1936
,39.643,-105.1936
300,39.643,-105.1936
1500,39.643,-105.1936
240,39.643,-105.1936
,40.5478,-105.0656
172800,40.5478,-105.0656
864000,40.5478,-105.0656
120,40.5478,-105.0656
432000,40.5478,-105.0656
648000,40.5478,-105.0656
1200,40.5478,-105.0656
,40.5478,-105.0656
120,40.5478,-105.0656
900,40.5478,-105.0656
300,40.5478,-105.0656
600,40.5478,-105.0656
864000,40.5478,-105.0656
,40.5478,-105.0656
,40.5478,-105.0656
,40.5478,-105.0656
,40.5478,-105.0656
3600,40.5478,-105.0656
3600,40.5478,-105.0656
3600,40.5478,-105.0656
2592000,40.5478,-105.0656
2700,40.5478,-105.0656
900,40.5478,-105.0656
259200,40.5478,-105.0656
,40.5478,-105.0656
300,40.5478,-105.0656
150,40.5478,-105.0656
7200,40.5478,-105.0656
388800,40.5478,-105.0656
240,40.5478,-105.0656
,40.5478,-105.0656
1296000,40.5478,-105.0656
7776000,40.5478,-105.0656
1200,40.5478,-105.0656
2700,40.5478,-105.0656
648000,40.5478,-105.0656
648000,40.5478,-105.0656
432000,40.5478,-105.0656
864000,40.5478,-105.0656
900,40.5478,-105.0656
1800,40.5478,-105.0656
1200,40.5478,-105.0656
2073600,40.5478,-105.0656
120,40.5478,-105.0656
60,40.5478,-105.0656
60,40.5478,-105.0656
,40.5478,-105.0656
1296000,40.5478,-105.0656
172800,40.5478,-105.0656
172800,40.5478,-105.0656
,40.5478,-105.0656
120,40.5478,-105.0656
3888000,40.5478,-105.0656
600,40.5478,-105.0656
,40.5478,-105.0656
1200,40.5478,-105.0656
432000,40.5478,-105.0656
691200,40.5478,-105.0656
60,40.5478,-105.0656
432000,40.5478,-105.0656
180,40.5478,-105.0656
18000,40.5478,-105.0656
1080000,40.5478,-105.0656
172800,40.5478,-105.0656
,40.5478,-105.0656
2592000,40.5478,-105.0656
60,40.5478,-105.0656
1296000,40.5478,-105.0656
300,40.5478,-105.0656
60,40.5478,-105.0656
1200,40.5478,-105.0656
259200,40.5478,-105.0656
60,40.5478,-105.0656
216000,40.5478,-105.0656
120,40.5478,-105.0656
600,40.5478,-105.0656
259200,40.5478,-105.0656
480,40.5478,-105.0656
120,40.5478,-105.0656
120,40.5478,-105.0656
1200,40.5478,-105.0656
1800,40.5478,-105.0656
1728000,40.5478,-105.0656
480,40.5478,-105.0656
120,40.5478,-105.0656
300,40.5478,-105.0656
345600,40.5478,-105.0656
270,40.5478,-105.0656
120,40.5478,-105.0656
259200,40.5478,-105.0656
600,40.5478,-105.0656
60,40.5478,-105.0656
864000,40.5478,-105.0656
,40.5478,-105.0656
,40.5478,-105.0656
120,40.5478,-105.0656
432000,40.5478,-105.0656
,40.5478,-105.0656
600,40.5478,-105.0656
,39.36,-104.6071
,39.36,-104.6071
,39.36,-104.6071
900,39.36,-104.6071
1500,39.36,-104.6071
3600,38.8674,-104.7606
388800,38.8674,-104.7606
120,38.8674,-104.7606
240,38.8674,-104.7606
300,38.8674,-104.7606
1728000,38.8674,-104.7606
864000,38.8674,-104.7606
300,38.8674,-104.7606
345600,38.8674,-104.7606
600,38.8674,-104.7606
900,38.8674,-104.7606
900,38.8674,-104.7606
600,38.8674,-104.7606
7200,38.8674,-104.7606
,38.8674,-104.7606
10800,38.8674,-104.7606
1050,38.8674,-104.7606
2592000,38.8674,-104.7606
60,38.8674,-104.7606
240,38.8674,-104.7606
300,38.8674,-104.7606
2592000,38.8674,-104.7606
300,38.8674,-104.7606
2592000,38.8674,-104.7606
,38.8674,-104.7606
,38.8674,-104.7606
1800,38.8674,-104.7606
1200,38.8674,-104.7606
240,38.8674,-104.7606
120,38.8674,-104.7606
60,38.8674,-104.7606
1200,38.8674,-104.7606
180,38.8674,-104.7606
3600,38.8674,-104.7606
1080000,38.8674,-104.7606
300,38.8674,-104.7606
60,38.8674,-104.7606
600,38.8674,-104.7606
432000,38.8674,-104.7606
900,38.8674,-104.7606
,38.8674,-104.7606
60,38.8674,-104.7606
60,38.8674,-104.7606
300,38.8674,-104.7606
,38.8674,-104.7606
240,38.8674,-104.7606
,38.8674,-104.7606
1800,38.8674,-104.7606
240,38.8674,-104.7606
60,38.8674,-104.7606
300,38.8674,-104.7606
180,38.8674,-104.7606
120,38.8674,-104.7606
60,38.8674,-104.7606
432000,38.8674,-104.7606
3600,38.8674,-104.7606
60,38.8674,-104.7606
864000,38.8674,-104.7606
300,38.8674,-104.7606
1800,38.8674,-104.7606
1296000,38.8674,-104.7606
900,38.8674,-104.7606
120,38.8674,-104.7606
60,38.8674,-104.7606
3600,38.8674,-104.7606
,38.8674,-104.7606
1050,38.8674,-104.7606
1920,38.8674,-104.7606
3888000,38.8674,-104.7606
150,38.8674,-104.7606
180,38.8674,-104.7606
180,38.8674,-104.7606
,38.8674,-104.7606
432000,38.8674,-104.7606
1050,38.8674,-104.7606
864000,38.8674,-104.7606
1800,38.8674,-104.7606
120,38.8674,-104.7606
1800,38.8674,-104.7606
,38.8674,-104.7606
1200,38.8674,-104.7606
259200,38.8674,-104.7606
3600,38.8674,-104.7606
90,38.8674,-104.7606
120,38.8674,-104.7606
172800,38.8674,-104.7606
180,38.8674,-104.7606
300,38.8674,-104.7606
1728000,38.8674,-104.7606
,38.8674,-104.7606
60,38.8674,-104.7606
420,38.8674,-104.7606
432000,38.8674,-104.7606
864000,38.8674,-104.7606
,38.8674,-104.7606
240,38.8674,-104.7606
3888000,38.8674,-104.7606
300,38.8674,-104.7606
1200,38.8674,-104.7606
600,38.8674,-104.7606
900,38.8674,-104.7606
,38.8674,-104.7606
864000,38.8674,-104.7606
,38.8674,-104.7606
,38.8674,-104.7606
3600,38.8674,-104.7606
2160000,38.8674,-104.7606
120,38.8674,-104.7606
720,38.8674,-104.7606
0,38.8674,-104.7606
432000,38.8674,-104.7606
,38.8674,-104.7606
5400,38.8674,-104.7606
300,38.8674,-104.7606
1728000,38.8674,-104.7606
180,38.8674,-104.7606
259200,38.8674,-104.7606
1728000,38.8674,-104.7606
7776000,38.8674,-104.7606
2592000,38.8674,-104.7606
1800,38.8674,-104.7606
60,38.8674,-104.7606
432000,38.8674,-104.7606
1728000,38.8674,-104.7606
777600,38.8674,-104.7606
302400,38.8674,-104.7606
3600,38.8674,-104.7606
1050,38.8674,-104.7606
1200,38.8674,-104.7606
60,38.8674,-104.7606
129600,38.8674,-104.7606
300,38.8674,-104.7606
420,38.8674,-104.7606
14400,38.8674,-104.7606
1800,38.8674,-104.7606
180,38.8674,-104.7606
450,38.8674,-104.7606
300,38.8674,-104.7606
180,38.8674,-104.7606
2592000,38.8674,-104.7606
2592000,38.8674,-104.7606
3600,38.8674,-104.7606
432000,38.8674,-104.7606
360,38.8674,-104.7606
180,38.8674,-104.7606
2592000,38.8674,-104.7606
1728000,38.8674,-104.7606
3888000,38.8674,-104.7606
37.5,38.8674,-104.7606
259200,38.8674,-104.7606
180,38.8674,-104.7606
180,38.8674,-104.7606
864000,38.8674,-104.7606
2592000,38.8674,-104.7606
3600,38.8674,-104.7606
300,38.8674,-104.7606
60,38.8674,-104.7606
60,38.8674,-104.7606
60,38.8674,-104.7606
259200,38.8674,-104.7606
900,38.8674,-104.7606
691200,38.8674,-104.7606
1080000,38.8674,-104.7606
1800,38.8674,-104.7606
432000,38.8674,-104.7606
172800,38.8674,-104.7606
300,38.8674,-104.7606
120,38.8674,-104.7606
,38.8674,-104.7606
1200,38.8674,-104.7606
750,38.8674,-104.7606
864000,38.8674,-104.7606
30,38.8674,-104.7606
86400,38.8674,-104.7606
604800,38.8674,-104.7606
600,38.8674,-104.7606
2592000,38.8674,-104.7606
950400,38.8674,-104.7606
,38.8674,-104.7606
3600,38.8674,-104.7606
432000,38.8674,-104.7606
120,38.8674,-104.7606
2592000,38.8674,-104.7606
2592000,38.8674,-104.7606
864000,38.8674,-104.7606
900,38.8674,-104.7606
,38.8674,-104.7606
300,38.8674,-104.7606
432000,38.8674,-104.7606
120,38.8674,-104.7606
3600,38.8674,-104.7606
1200,38.8674,-104.7606
300,39.7087,-104.7273
120,39.7087,-104.7273
,39.7087,-104.7273
18000,39.7087,-104.7273
18000,39.7087,-104.7273
300,39.7087,-104.7273
60,39.7087,-104.7273
180,39.7087,-104.7273
864000,39.7087,-104.7273
300,39.7087,-104.7273
60,39.7087,-104.7273
,39.7087,-104.7273
900,39.7087,-104.7273
180,39.7087,-104.7273
,39.7087,-104.7273
300,39.7087,-104.7273
180,39.7087,-104.7273
7200,39.7087,-104.7273
600,39.7087,-104.7273
432000,39.7087,-104.7273
3600,39.7087,-104.7273
1296000,39.7087,-104.7273
120,39.7087,-104.7273
120,39.7087,-104.7273
864000,39.7087,-104.7273
90,39.7087,-104.7273
240,39.7087,-104.7273
480,39.7087,-104.7273
600,39.7087,-104.7273
2160000,39.7087,-104.7273
2592000,39.7087,-104.7273
60,39.7087,-104.7273
2220,39.7087,-104.7273
2592000,39.7087,-104.7273
180,39.7087,-104.7273
240,39.7087,-104.7273
2400,39.7087,-104.7273
432000,39.7087,-104.7273
10800,39.7087,-104.7273
720,39.7087,-104.7273
,39.7087,-104.7273
86400,39.7087,-104.7273
180,39.7087,-104.7273
600,39.7087,-104.7273
900,39.7087,-104.7273
,39.7087,-104.7273
600,39.7087,-104.7273
,39.7087,-104.7273
180,39.7087,-104.7273
60,39.7087,-104.7273
900,39.7087,-104.7273
,39.7087,-104.7273
510,39.7087,-104.7273
300,39.7087,-104.7273
300,39.7087,-104.7273
345600,39.7087,-104.7273
120,39.7087,-104.7273
31540000,39.7087,-104.7273
1296000,39.7087,-104.7273
120,39.7087,-104.7273
60,39.7087,-104.7273
1080000,39.7087,-104.7273
300,39.7087,-104.7273
180,39.7087,-104.7273
300,39.7087,-104.7273
120,39.7087,-104.7273
1320,39.7087,-104.7273
300,39.7087,-104.7273
240,39.7087,-104.7273
30,39.7087,-104.7273
60,39.7087,-104.7273
432000,39.7087,-104.7273
60,39.7087,-104.7273
432000,37.9365,-104.8459
,37.9365,-104.8459
2592000,37.9365,-104.8459
259200,37.9365,-104.8459
864000,37.9365,-104.8459
432000,37.9365,-104.8459
2592000,39.6977,-105.1168
300,39.6977,-105.1168
3600,39.6977,-105.1168
1987200,39.6977,-105.1168
864000,39.6977,-105.1168
540,39.6977,-105.1168
3240000,39.6977,-105.1168
,39.6977,-105.1168
432000,39.6977,-105.1168
,39.6977,-105.1168
864000,39.6977,-105.1168
,39.6977,-105.1168
1728000,39.6977,-105.1168
120,39.6977,-105.1168
,39.6977,-105.1168
561600,39.6977,-105.1168
120,39.6977,-105.1168
600,39.6977,-105.1168
1296000,39.6977,-105.1168
120,39.6977,-105.1168
300,39.6977,-105.1168
600,39.6977,-105.1168
90,39.6977,-105.1168
300,39.6977,-105.1168
60,39.6977,-105.1168
2592000,39.6977,-105.1168
60,39.6977,-105.1168
300,39.6977,-105.1168
432000,39.6977,-105.1168
,39.6977,-105.1168
300,39.6977,-105.1168
3888000,39.6977,-105.1168
600,39.6977,-105.1168
1200,39.6977,-105.1168
1728000,39.6977,-105.1168
3600,39.6977,-105.1168
,39.6977,-105.1168
60,39.6977,-105.1168
,39.6977,-105.1168
360,39.6977,-105.1168
864000,39.6977,-105.1168
518400,39.6977,-105.1168
240,39.6977,-105.1168
864000,39.6977,-105.1168
20,39.6977,-105.1168
60,39.6977,-105.1168
600,39.6977,-105.1168
120,39.6977,-105.1168
2700,39.6977,-105.1168
1036800,39.6977,-105.1168
172800,39.6977,-105.1168
60,39.6977,-105.1168
900,39.6977,-105.1168
150,39.6977,-105.1168
432000,39.6977,-105.1168
480,39.6977,-105.1168
240,39.6977,-105.1168
360,39.6977,-105.1168
300,39.6977,-105.1168
,40.0403,-105.0398
,40.0403,-105.0398
120,40.0403,-105.0398
150,40.0403,-105.0398
180,40.0403,-105.0398
302400,40.0403,-105.0398
60,40.0403,-105.0398
259200,40.0403,-105.0398
120,40.0403,-105.0398
300,39.9949,-105.0997
300,39.9949,-105.0997
,39.9949,-105.0997
777600,39.9949,-105.0997
3888000,39.9949,-105.0997
600,39.9949,-105.0997
604800,39.9949,-105.0997
120,39.9949,-105.0997
120,39.9949,-105.0997
90,39.9949,-105.0997
1200,39.9949,-105.0997
900,39.9949,-105.0997
2700,39.9949,-105.0997
864000,39.9949,-105.0997
259200,39.9949,-105.0997
604800,39.9949,-105.0997
734400,39.9949,-105.0997
,39.9197,-104.9438
3600,39.9197,-104.9438
900,39.9197,-104.9438
600,39.9197,-104.9438
14400,39.9197,-104.9438
120,39.9197,-104.9438
,39.9197,-104.9438
240,39.9197,-104.9438
120,39.9197,-104.9438
120,39.9197,-104.9438
120,39.9197,-104.9438
60,39.9197,-104.9438
120,39.9197,-104.9438
180,39.9197,-104.9438
300,39.9197,-104.9438
,39.9197,-104.9438
2592000,39.9197,-104.9438
60,39.9197,-104.9438
,39.9197,-104.9438
180,39.9197,-104.9438
18000,39.9197,-104.9438
300,39.9197,-104.9438
600,39.9197,-104.9438
240,39.9197,-104.9438
5,39.9197,-104.9438
0,39.9197,-104.9438
240,39.9197,-104.9438
300,39.9197,-104.9438
432000,39.9197,-104.9438
300,39.9197,-104.9438
172800,38.3551,-104.7266
180,38.3551,-104.7266
300,38.3551,-104.7266
1200,38.3551,-104.7266
1200,38.3551,-104.7266
900,38.3551,-104.7266
420,38.3551,-104.7266
60,38.3551,-104.7266
1200,38.3551,-104.7266
3600,38.3551,-104.7266
900,38.3551,-104.7266
300,38.3551,-104.7266
420,38.3551,-104.7266
600,38.3551,-104.7266
1200,38.3551,-104.7266
300,38.3551,-104.7266
300,38.3551,-104.7266
864000,38.3551,-104.7266
10,39.3763,-104.8535
900,39.3763,-104.8535
270,39.3763,-104.8535
300,39.3763,-104.8535
1800,39.3763,-104.8535
300,39.3763,-104.8535
150,39.3763,-104.8535
900,39.3763,-104.8535
60,39.3763,-104.8535
180,39.3763,-104.8535
270,39.3763,-104.8535
1728000,39.3763,-104.8535
120,39.3763,-104.8535
120,39.3763,-104.8535
1728000,39.3763,-104.8535
2700,39.3763,-104.8535
,38.443,-105.2203
3600,38.443,-105.2203
1800,38.443,-105.2203
600,38.443,-105.2203
1728000,38.443,-105.2203
900,38.443,-105.2203
5,38.443,-105.2203
2592000,38.443,-105.2203
5400,38.443,-105.2203
,38.443,-105.2203
600,38.443,-105.2203
240,38.443,-105.2203
864000,38.443,-105.2203
120,38.443,-105.2203
300,39.1408,-104.0824
,39.7406,-105.2118
259200,39.7406,-105.2118
86400,39.7406,-105.2118
180,39.7406,-105.2118
1800,39.7406,-105.2118
18000,39.7406,-105.2118
180,39.7406,-105.2118
1800,39.7406,-105.2118
10800,39.7406,-105.2118
900,39.7406,-105.2118
7200,39.7406,-105.2118
1296000,39.7406,-105.2118
60,39.7406,-105.2118
300,39.7406,-105.2118
300,39.7406,-105.2118
900,39.7406,-105.2118
3024000,39.7406,-105.2118
120,39.7406,-105.2118
180,39.5483,-107.6532
2592000,39.5483,-107.6532
180,39.1152,-104.9057
,39.1152,-104.9057
1123200,39.1152,-104.9057
120,40.0249,-105.2523
,40.0249,-105.2523
1800,40.0249,-105.2523
864000,40.0249,-105.2523
900,40.0249,-105.2523
300,40.0249,-105.2523
,40.0249,-105.2523
120,40.0249,-105.2523
864000,40.0249,-105.2523
4060800,40.0249,-105.2523
,40.0249,-105.2523
2592000,40.0249,-105.2523
864000,40.0249,-105.2523
864000,40.0249,-105.2523
1296000,40.0249,-105.2523
,40.0249,-105.2523
2592000,40.0249,-105.2523
300,40.0249,-105.2523
1296000,40.0249,-105.2523
2592000,40.0249,-105.2523
120,40.0249,-105.2523
60,40.0249,-105.2523
864000,40.0249,-105.2523
,40.0249,-105.2523
864000,40.0249,-105.2523
900,40.0249,-105.2523
1728000,40.0249,-105.2523
120,40.0249,-105.2523
432000,40.0249,-105.2523
210,40.0249,-105.2523
3600,40.0249,-105.2523
18000,40.0249,-105.2523
,40.0249,-105.2523
120,40.0249,-105.2523
300,40.0249,-105.2523
300,40.0249,-105.2523
432000,40.0249,-105.2523
120,40.0249,-105.2523
432000,40.0249,-105.2523
120,40.0249,-105.2523
90,40.0249,-105.2523
864000,40.0249,-105.2523
259200,40.0249,-105.2523
10800,40.0249,-105.2523
604800,40.0249,-105.2523
345600,40.0249,-105.2523
900,40.0249,-105.2523
7200,40.0249,-105.2523
2160000,40.0249,-105.2523
7200,40.0249,-105.2523
3456000,40.0249,-105.2523
,40.0249,-105.2523
10,40.0249,-105.2523
240,40.0249,-105.2523
,40.0249,-105.2523
750,40.0249,-105.2523
420,40.0249,-105.2523
864000,40.0249,-105.2523
,40.0249,-105.2523
604800,40.0249,-105.2523
600,40.0249,-105.2523
90,40.0249,-105.2523
,40.0249,-105.2523
777600,40.0249,-105.2523
360,40.0249,-105.2523
900,40.0249,-105.2523
60,40.0249,-105.2523
864000,40.0249,-105.2523
518400,40.0249,-105.2523
30,40.0249,-105.2523
,40.0249,-105.2523
,40.0249,-105.2523
1200,40.0249,-105.2523
3888000,40.0249,-105.2523
60,40.0249,-105.2523
864000,40.0249,-105.2523
1080000,40.0249,-105.2523
1036800,40.0249,-105.2523
,40.0249,-105.2523
120,40.1686,-105.1005
432000,40.1686,-105.1005
172800,40.1686,-105.1005
120,40.1686,-105.1005
60,40.1686,-105.1005
,40.1686,-105.1005
2592000,40.1686,-105.1005
300,40.1686,-105.1005
3600,40.1686,-105.1005
300,40.1686,-105.1005
300,40.1686,-105.1005
240,40.1686,-105.1005
600,40.1686,-105.1005
432000,40.1686,-105.1005
1800,40.1686,-105.1005
300,40.1686,-105.1005
120,40.1686,-105.1005
60,40.1686,-105.1005
,40.1686,-105.1005
864000,40.1686,-105.1005
600,40.1686,-105.1005
240,40.1686,-105.1005
900,40.1686,-105.1005
2592000,40.1686,-105.1005
,40.1686,-105.1005
600,40.1686,-105.1005
90,40.1686,-105.1005
3888000,40.1686,-105.1005
2400,40.1686,-105.1005
,40.1686,-105.1005
60,40.1686,-105.1005
300,40.1686,-105.1005
60,40.1686,-105.1005
648000,40.1686,-105.1005
300,40.1686,-105.1005
60,40.1686,-105.1005
259200,40.1686,-105.1005
259200,40.1686,-105.1005
1200,40.1686,-105.1005
600,40.1686,-105.1005
240,40.1686,-105.1005
300,40.1686,-105.1005
60,40.1686,-105.1005
300,40.1686,-105.1005
7200,40.1686,-105.1005
648000,40.1686,-105.1005
1728000,40.1686,-105.1005
172800,40.1686,-105.1005
1080000,40.1686,-105.1005
600,40.1686,-105.1005
120,40.1686,-105.1005
3888000,40.1686,-105.1005
604800,40.1686,-105.1005
2592000,40.1686,-105.1005
3600,40.1686,-105.1005
300,40.1686,-105.1005
300,40.1686,-105.1005
35,40.1686,-105.1005
180,40.1686,-105.1005
900,40.1686,-105.1005
120,40.1686,-105.1005
120,40.1686,-105.1005
,40.1686,-105.1005
900,40.1686,-105.1005
2592000,39.6468,-104.9942
90,39.6468,-104.9942
720,39.6468,-104.9942
180,39.6468,-104.9942
180,39.6468,-104.9942
120,39.6468,-104.9942
63080000,39.6468,-104.9942
345600,39.6468,-104.9942
216000,39.6468,-104.9942
864000,39.6468,-104.9942
518400,39.6468,-104.9942
302400,39.6468,-104.9942
180,39.6468,-104.9942
,39.6468,-104.9942
5184000,39.6468,-104.9942
,39.6468,-104.9942
300,39.6468,-104.9942
900,39.6468,-104.9942
37.5,39.6468,-104.9942
540,39.6468,-104.9942
1296000,39.6468,-104.9942
60,39.6468,-104.9942
