Duration,lat,lng
907200,64.8353,-147.6534
,64.8353,-147.6534
180,64.8353,-147.6534
180,64.8353,-147.6534
600,64.8353,-147.6534
360,64.8353,-147.6534
120,64.8353,-147.6534
300,64.8353,-147.6534
60,64.8353,-147.6534
120,64.8353,-147.6534
,64.8353,-147.6534
120,64.8353,-147.6534
180,64.8353,-147.6534
450,64.8353,-147.6534
120,64.8353,-147.6534
900,64.8353,-147.6534
3600,64.8353,-147.6534
300,64.8353,-147.6534
1200,64.8353,-147.6534
600,64.8353,-147.6534
302400,64.8353,-147.6534
,64.8353,-147.6534
,64.8353,-147.6534
120,64.8353,-147.6534
240,64.8353,-147.6534
864000,64.8353,-147.6534
2700,64.8353,-147.6534
2700,64.8353,-147.6534
2700,64.8353,-147.6534
172800,64.8353,-147.6534
300,64.8353,-147.6534
600,64.8353,-147.6534
240,64.8353,-147.6534
1140,64.8353,-147.6534
120,64.8353,-147.6534
180,61.0963,-146.2596
2592000,61.0963,-146.2596
,61.0963,-146.2596
1296000,57.7934,-152.406
60,57.7934,-152.406
300,57.7934,-152.406
150,57.7934,-152.406
,57.7934,-152.406
150,57.7934,-152.406
7200,60.0745,-151.3843
240,60.0745,-151.3843
600,60.0745,-151.3843
7200,60.0745,-151.3843
,60.4862,-151.0672
300,60.4862,-151.0672
180,60.4862,-151.0672
90,60.4862,-151.0672
86400,60.4862,-151.0672
600,60.4862,-151.0672
864000,64.5384,-149.0859
,65.1746,-152.0686
300,60.7152,-151.2317
,60.7152,-151.2317
600,60.7152,-151.2317
900,60.7152,-151.2317
,55.3227,-160.4834
3888000,64.0604,-145.7058
120,64.0604,-145.7058
60,64.0604,-145.7058
2400,59.7703,-151.7052
2400,59.7703,-151.7052
600,61.526,-149.972
864000,61.526,-149.972
,61.526,-149.972
604800,56.0057,-132.8395
,57.9577,-136.2177
432000,66.8766,-162.5231
10,66.8766,-162.5231
1200,59.055,-158.5379
180,64.5213,-165.4053
1296000,61.5539,-149.0035
240,61.5539,-149.0035
360,57.2401,-135.3153
432000,57.2401,-135.3153
1200,60.2001,-151.3939
259200,60.5405,-150.8089
600,57.455,-134.4978
43200,63.3523,-143.4318
120,63.6797,-170.4831
1296000,63.6797,-170.4831
1728000,63.6797,-170.4831
300,61.8157,-149.753
630,61.8157,-149.753
420,61.8157,-149.753
,61.8157,-149.753
,55.1182,-131.5689
,55.1182,-131.5689
1800,59.2417,-135.4549
240,61.5262,-166.1146
180,55.4913,-133.1165
864000,63.9678,-145.7148
2592000,63.9678,-145.7148
1800,70.123,-143.6262
3600,63.9454,-149.0152
300,67.0206,-146.3741
1500,63.329,-143.0379
150,60.8772,-162.4615
18000,62.1278,-145.7693
3600,62.1278,-145.7693
1200,59.567,-139.5966
600,60.5348,-145.6092
18000,60.5348,-145.6092
720,51.8815,-176.6295
180,51.8815,-176.6295
180,61.9989,-146.8112
60,34.4557,-85.6965
1200,34.4557,-85.6965
90,34.4557,-85.6965
1200,34.4557,-85.6965
43200,34.4557,-85.6965
1200,34.4557,-85.6965
1800,34.4557,-85.6965
390,34.4557,-85.6965
420,31.0952,-88.2468
2100,31.0952,-88.2468
120,31.0952,-88.2468
900,31.0952,-88.2468
2592000,31.0952,-88.2468
900,31.7678,-88.3258
3888000,34.573,-86.9906
7200,34.573,-86.9906
90,34.573,-86.9906
,34.573,-86.9906
,34.573,-86.9906
,34.573,-86.9906
150,34.573,-86.9906
864000,33.5277,-86.7987
864000,33.5277,-86.7987
1500,33.5277,-86.7987
,33.5277,-86.7987
3240000,33.5277,-86.7987
,33.5277,-86.7987
1800,33.5277,-86.7987
60,33.5277,-86.7987
60,33.5277,-86.7987
172800,33.5277,-86.7987
150,33.5277,-86.7987
2160000,33.5277,-86.7987
691200,33.5277,-86.7987
210,33.5277,-86.7987
300,33.5277,-86.7987
,33.5277,-86.7987
60,33.5277,-86.7987
300,33.5277,-86.7987
120,33.5277,-86.7987
1200,33.5277,-86.7987
120,33.5277,-86.7987
180,33.5277,-86.7987
540,33.5277,-86.7987
3456000,33.5277,-86.7987
60,33.5277,-86.7987
,33.5277,-86.7987
300,33.5277,-86.7987
150,33.5277,-86.7987
2592000,33.5277,-86.7987
150,33.5277,-86.7987
900,33.5277,-86.7987
3600,33.5277,-86.7987
480,33.5277,-86.7987
1800,33.5277,-86.7987
1080000,33.5277,-86.7987
240,33.5277,-86.7987
120,33.5277,-86.7987
900,33.5277,-86.7987
2400,33.5277,-86.7987
240,33.5277,-86.7987
330,33.5277,-86.7987
1296000,33.5277,-86.7987
1728000,33.5277,-86.7987
60,33.5277,-86.7987
360,33.5277,-86.7987
432000,33.5277,-86.7987
,33.5277,-86.7987
259200,33.5277,-86.7987
864000,33.5277,-86.7987
2592000,33.5277,-86.7987
45,33.5277,-86.7987
864000,33.5277,-86.7987
60,33.5277,-86.7987
1296000,33.5277,-86.7987
1080000,33.5277,-86.7987
10800,33.5277,-86.7987
120,33.5277,-86.7987
15,33.5277,-86.7987
3600,33.5277,-86.7987
600,33.5277,-86.7987
900,33.5277,-86.7987
1200,33.5277,-86.7987
180,33.5277,-86.7987
300,33.5277,-86.7987
259200,33.5277,-86.7987
648000,34.6988,-86.6412
648000,34.6988,-86.6412
60,34.6988,-86.6412
2592000,34.6988,-86.6412
1050,34.6988,-86.6412
750,34.6988,-86.6412
1800,34.6988,-86.6412
2592000,34.6988,-86.6412
259200,34.6988,-86.6412
259200,34.6988,-86.6412
864000,34.6988,-86.6412
345600,34.6988,-86.6412
90,34.6988,-86.6412
600,34.6988,-86.6412
432000,34.6988,-86.6412
60,34.6988,-86.6412
360,34.6988,-86.6412
900,34.6988,-86.6412
3600,34.6988,-86.6412
120,34.6988,-86.6412
60,34.6988,-86.6412
302400,34.6988,-86.6412
432000,34.6988,-86.6412
600,34.6988,-86.6412
1800,34.6988,-86.6412
120,34.6988,-86.6412
210,34.6988,-86.6412
120,34.6988,-86.6412
480,34.6988,-86.6412
240,34.6988,-86.6412
120,34.6988,-86.6412
240,34.6988,-86.6412
2592000,34.6988,-86.6412
2592000,34.6988,-86.6412
,34.6988,-86.6412
120,34.6988,-86.6412
2592000,34.6988,-86.6412
600,34.6988,-86.6412
432000,34.6988,-86.6412
3600,34.6988,-86.6412
4.5,34.6988,-86.6412
1296000,34.6988,-86.6412
7200,34.6988,-86.6412
,34.6988,-86.6412
,34.6988,-86.6412
240,34.6988,-86.6412
7200,34.6988,-86.6412
,34.6988,-86.6412
420,34.6988,-86.6412
2,34.6988,-86.6412
1296000,34.6988,-86.6412
2,34.6988,-86.6412
3888000,34.6988,-86.6412
60,34.6988,-86.6412
1296000,34.6988,-86.6412
2700,34.6988,-86.6412
,34.6988,-86.6412
691200,31.2968,-85.1103
240,31.2968,-85.1103
2700,32.661,-86.7087
600,30.5534,-87.7023
1800,30.5534,-87.7023
1512000,30.5534,-87.7023
60,30.5534,-87.7023
60,34.2609,-86.6082
1800,32.9968,-87.6272
600,32.9968,-87.6272
900,32.9968,-87.6272
240,32.9968,-87.6272
7776000,32.9968,-87.6272
432000,34.7847,-86.951
2592000,34.7847,-86.951
180,34.7847,-86.951
300,34.7847,-86.951
1800,34.7847,-86.951
600,34.7847,-86.951
864000,34.7847,-86.951
120,34.7847,-86.951
120,34.7847,-86.951
1296000,30.2759,-87.7013
3600,30.2759,-87.7013
240,30.2759,-87.7013
216000,30.2759,-87.7013
180,30.2759,-87.7013
3024000,30.2759,-87.7013
750,30.2759,-87.7013
432000,30.2759,-87.7013
300,30.2759,-87.7013
300,30.2759,-87.7013
,30.2759,-87.7013
300,30.2759,-87.7013
3600,30.2759,-87.7013
1800,30.2759,-87.7013
900,30.2759,-87.7013
2040,30.2759,-87.7013
300,30.2759,-87.7013
1296000,30.2759,-87.7013
1296000,30.6783,-88.1162
,30.6783,-88.1162
,30.6783,-88.1162
,30.6783,-88.1162
,30.6783,-88.1162
,30.6783,-88.1162
,30.6783,-88.1162
,30.6783,-88.1162
180,30.6783,-88.1162
1800,30.6783,-88.1162
60,30.6783,-88.1162
,30.6783,-88.1162
3600,30.6783,-88.1162
,30.6783,-88.1162
180,30.6783,-88.1162
150,30.6783,-88.1162
86400,30.6783,-88.1162
,30.6783,-88.1162
345600,30.6783,-88.1162
1200,30.6783,-88.1162
561600,30.6783,-88.1162
3600,30.6783,-88.1162
1200,30.6783,-88.1162
120,30.6783,-88.1162
180,30.6783,-88.1162
60,30.6783,-88.1162
,30.6783,-88.1162
120,30.6783,-88.1162
,30.6783,-88.1162
60,30.6783,-88.1162
2700,30.6783,-88.1162
,30.6783,-88.1162
300,30.6783,-88.1162
300,30.6783,-88.1162
432000,30.6783,-88.1162
172800,30.6783,-88.1162
60,30.6783,-88.1162
1800,30.6783,-88.1162
,30.6783,-88.1162
180,30.6286,-87.8866
300,30.6286,-87.8866
690,30.6286,-87.8866
3600,30.6286,-87.8866
3600,30.6286,-87.8866
1987200,30.6286,-87.8866
45,30.6286,-87.8866
1800,30.6286,-87.8866
43200,30.6286,-87.8866
2592000,30.6286,-87.8866
3456000,30.8577,-88.0632
60,30.8577,-88.0632
120,30.8577,-88.0632
864000,34.7114,-86.7626
1728000,34.7114,-86.7626
120,34.7114,-86.7626
360,34.7114,-86.7626
1728000,34.7114,-86.7626
345600,34.7114,-86.7626
432000,34.7114,-86.7626
60,34.7114,-86.7626
120,34.7114,-86.7626
60,34.7114,-86.7626
60,34.7114,-86.7626
300,34.7114,-86.7626
300,34.7114,-86.7626
777600,34.7114,-86.7626
777600,34.7114,-86.7626
,34.7114,-86.7626
150,34.7114,-86.7626
180,34.7114,-86.7626
3600,34.7114,-86.7626
120,34.7114,-86.7626
300,34.7114,-86.7626
,34.7114,-86.7626
540,34.7114,-86.7626
300,34.7114,-86.7626
10800,34.7114,-86.7626
7200,34.7114,-86.7626
720,34.7114,-86.7626
432000,34.7114,-86.7626
3600,34.7114,-86.7626
3600,34.7114,-86.7626
900,30.7257,-87.8601
180,30.7257,-87.8601
259200,30.7257,-87.8601
120,30.7257,-87.8601
120,30.7257,-87.8601
3600,30.7257,-87.8601
120,30.9296,-88.0179
120,32.5863,-86.3918
1296000,32.5863,-86.3918
3600,32.5863,-86.3918
900,33.6712,-85.8136
5400,33.6712,-85.8136
172800,33.6712,-85.8136
600,33.6712,-85.8136
2592000,33.6712,-85.8136
60,33.6712,-85.8136
120,33.6712,-85.8136
,33.6712,-85.8136
300,33.6712,-85.8136
600,33.6712,-85.8136
7200,33.6712,-85.8136
1200,33.6712,-85.8136
432000,33.6712,-85.8136
7200,33.6712,-85.8136
900,33.6712,-85.8136
1080000,33.9392,-86.4929
120,33.9392,-86.4929
120,33.9392,-86.4929
432000,33.9392,-86.4929
10,33.9392,-86.4929
360,34.031,-86.3181
7200,34.031,-86.3181
,31.3276,-85.8459
,31.3276,-85.8459
600,31.3276,-85.8459
600,31.3276,-85.8459
900,31.3276,-85.8459
120,33.6404,-86.5819
540,33.6404,-86.5819
1296000,33.6404,-86.5819
300,33.6404,-86.5819
240,33.6404,-86.5819
60,33.6404,-86.5819
750,33.5935,-86.1371
1296000,33.5935,-86.1371
864000,33.5935,-86.1371
120,32.8785,-87.7429
1200,33.2348,-87.5267
,33.2348,-87.5267
7200,33.2348,-87.5267
,33.2348,-87.5267
1800,33.2348,-87.5267
60,33.2348,-87.5267
120,33.2348,-87.5267
1728000,33.2348,-87.5267
259200,33.2348,-87.5267
,33.2348,-87.5267
120,33.2348,-87.5267
60,33.2348,-87.5267
1800,33.2348,-87.5267
2592000,33.2348,-87.5267
172800,33.2348,-87.5267
150,33.2348,-87.5267
1500,33.2348,-87.5267
10,33.2348,-87.5267
60,33.2348,-87.5267
1200,32.4588,-85.0251
60,32.4588,-85.0251
345600,32.4588,-85.0251
2700,32.4588,-85.0251
90,32.4588,-85.0251
60,32.4588,-85.0251
2592000,32.4588,-85.0251
3600,32.4588,-85.0251
900,32.4588,-85.0251
210,32.4588,-85.0251
,32.4588,-85.0251
,32.4588,-85.0251
172800,32.4588,-85.0251
3360,32.4588,-85.0251
,32.3473,-86.2666
600,32.3473,-86.2666
60,32.3473,-86.2666
,32.3473,-86.2666
300,32.3473,-86.2666
300,32.3473,-86.2666
600,32.3473,-86.2666
60,32.3473,-86.2666
240,32.3473,-86.2666
,32.3473,-86.2666
7200,32.3473,-86.2666
600,32.3473,-86.2666
300,32.3473,-86.2666
1296000,32.3473,-86.2666
2592000,32.3473,-86.2666
900,32.3473,-86.2666
,32.3473,-86.2666
,32.3473,-86.2666
,34.0634,-86.7651
864000,34.0634,-86.7651
216000,34.0634,-86.7651
1800,34.1985,-86.1529
259200,34.1985,-86.1529
600,34.1985,-86.1529
600,34.1985,-86.1529
300,34.1985,-86.1529
60,34.1985,-86.1529
300,32.4605,-86.4588
120,32.4605,-86.4588
600,32.4605,-86.4588
777600,32.4605,-86.4588
10,32.4605,-86.4588
600,33.8153,-86.8153
1296000,33.8153,-86.8153
60,33.8153,-86.8153
1296000,33.8153,-86.8153
600,33.5967,-85.8687
960,33.5967,-85.8687
777600,33.5967,-85.8687
120,33.5967,-85.8687
300,33.5967,-85.8687
,33.3754,-86.8064
,33.3754,-86.8064
1200,33.3754,-86.8064
900,33.3754,-86.8064
240,33.3754,-86.8064
345600,33.3754,-86.8064
120,33.3754,-86.8064
1200,33.3754,-86.8064
720,33.3754,-86.8064
259200,33.3754,-86.8064
480,33.3754,-86.8064
120,33.3754,-86.8064
120,33.3754,-86.8064
240,33.3754,-86.8064
240,33.3754,-86.8064
1800,33.3255,-86.6299
300,33.3255,-86.6299
300,33.3255,-86.6299
561600,33.3255,-86.6299
600,33.3255,-86.6299
1800,33.3255,-86.6299
28800,33.4237,-87.022
600,33.4237,-87.022
1500,33.9007,-86.0238
300,33.9007,-86.0238
3456000,34.5951,-87.6719
864000,34.5951,-87.6719
259200,34.9289,-86.9765
120,34.9289,-86.9765
300,34.4391,-86.94
1200,34.4391,-86.94
7200,34.4391,-86.94
120,34.4391,-86.94
1500,33.8088,-85.7545
300,33.8088,-85.7545
300,33.8088,-85.7545
7200,33.8088,-85.7545
180,33.8088,-85.7545
120,33.8088,-85.7545
45,33.8088,-85.7545
432000,32.4983,-86.3279
172800,33.2193,-87.1489
300,34.7072,-86.3768
172800,34.7072,-86.3768
480,34.7072,-86.3768
750,30.5217,-87.8815
90,30.5217,-87.8815
1050,30.5217,-87.8815
10800,30.5217,-87.8815
864000,30.5217,-87.8815
1800,30.3855,-87.5888
90,30.3855,-87.5888
300,31.5822,-86.2569
120,31.5822,-86.2569
60,34.8303,-87.6654
,34.8303,-87.6654
1200,34.8303,-87.6654
120,34.8303,-87.6654
,34.8303,-87.6654
180,34.8303,-87.6654
1800,34.8303,-87.6654
60,34.8303,-87.6654
120,34.8303,-87.6654
259200,34.8303,-87.6654
60,34.8303,-87.6654
432000,34.8303,-87.6654
1200,34.8303,-87.6654
864000,34.8303,-87.6654
180,34.8303,-87.6654
,32.7867,-86.8783
,32.844,-86.623
864000,32.844,-86.623
1200,32.844,-86.623
180,31.1124,-86.0462
300,33.2446,-87.6799
,33.4617,-86.8092
3600,33.4617,-86.8092
864000,33.4617,-86.8092
259200,33.4617,-86.8092
1200,34.009,-86.0156
600,34.009,-86.0156
300,34.009,-86.0156
,34.009,-86.0156
600,34.009,-86.0156
900,34.009,-86.0156
345600,34.009,-86.0156
,34.009,-86.0156
,34.009,-86.0156
,34.009,-86.0156
600,34.009,-86.0156
45,34.009,-86.0156
90,33.6976,-86.607
,34.1777,-86.8407
600,34.1777,-86.8407
345600,34.1777,-86.8407
,34.1777,-86.8407
300,34.1777,-86.8407
180,34.1777,-86.8407
,34.1777,-86.8407
600,34.1777,-86.8407
,34.1777,-86.8407
120,34.9237,-86.5671
432000,34.9237,-86.5671
900,34.9237,-86.5671
7200,33.447,-85.6746
1800,30.2941,-87.5851
604800,30.2941,-87.5851
,30.2941,-87.5851
180,30.2941,-87.5851
120,30.2941,-87.5851
,30.2941,-87.5851
210,30.2941,-87.5851
1728000,30.2941,-87.5851
300,30.2941,-87.5851
,30.2941,-87.5851
216000,30.2525,-88.1438
1800,30.2525,-88.1438
60,30.2525,-88.1438
2592000,30.2525,-88.1438
60,30.2525,-88.1438
864000,30.2525,-88.1438
600,30.2525,-88.1438
2400,30.2525,-88.1438
60,31.5428,-86.7246
600,31.5428,-86.7246
,33.9337,-86.0922
120,33.9337,-86.0922
172800,34.4676,-86.7935
14400,34.4676,-86.7935
1800,34.4676,-86.7935
150,33.5259,-85.339
2592000,33.5259,-85.339
600,33.5259,-85.339
475200,33.2845,-86.8756
432000,33.2845,-86.8756
900,33.2845,-86.8756
1036800,33.2845,-86.8756
600,33.2397,-87.3277
,33.2397,-87.3277
900,34.5845,-86.4574
120,30.3983,-87.6649
1296000,30.3983,-87.6649
300,30.3983,-87.6649
1800,30.3983,-87.6649
210,30.3983,-87.6649
300,30.3983,-87.6649
2592000,30.3983,-87.6649
1800,30.3983,-87.6649
150,33.1745,-87.2313
7200,33.1745,-87.2313
120,33.1745,-87.2313
1200,34.6012,-87.0818
180,32.1395,-85.7141
302400,33.4518,-86.7438
,30.5408,-88.1884
330,30.5408,-88.1884
180,30.5408,-88.1884
300,30.5408,-88.1884
3600,30.5408,-88.1884
648000,33.3114,-86.7573
172800,33.3114,-86.7573
600,33.3114,-86.7573
660,33.3114,-86.7573
,33.1778,-86.2606
300,33.1778,-86.2606
864000,33.1778,-86.2606
7200,33.1778,-86.2606
300,33.9902,-85.8639
600,33.9902,-85.8639
1800,32.8571,-85.2081
180,32.8571,-85.2081
1800,32.8571,-85.2081
864000,32.8571,-85.2081
10800,33.2198,-86.8225
2332800,33.2198,-86.8225
864000,33.2198,-86.8225
540,33.2198,-86.8225
180,33.2198,-86.8225
864000,33.2198,-86.8225
432000,33.2198,-86.8225
1800,33.2198,-86.8225
7200,33.7292,-87.085
18000,33.7292,-87.085
,33.7292,-87.085
,33.7292,-87.085
,33.322,-87.904
2592000,33.322,-87.904
120,33.322,-87.904
150,33.7588,-88.1143
120,33.6678,-86.8069
420,33.6678,-86.8069
14400,33.6678,-86.8069
60,33.6678,-86.8069
1200,33.6678,-86.8069
2592000,33.6678,-86.8069
7200,33.6678,-86.8069
475200,33.6678,-86.8069
300,34.1346,-87.9755
345600,34.1346,-87.9755
300,34.1346,-87.9755
150,34.1346,-87.9755
300,34.1346,-87.9755
300,34.1346,-87.9755
600,32.6087,-85.4899
180,32.6087,-85.4899
864000,32.6087,-85.4899
,32.6087,-85.4899
,32.6087,-85.4899
60,32.6087,-85.4899
950400,32.6087,-85.4899
,32.6087,-85.4899
600,32.6087,-85.4899
432000,32.6087,-85.4899
300,32.6087,-85.4899
432000,31.3423,-85.5893
330,31.3423,-85.5893
216000,33.8503,-87.2708
1800,33.8503,-87.2708
1296000,33.8503,-87.2708
600,33.8503,-87.2708
1728000,33.8503,-87.2708
3888000,31.2335,-85.4069
420,31.2335,-85.4069
,31.2335,-85.4069
,31.2335,-85.4069
900,31.2335,-85.4069
300,31.2335,-85.4069
3456000,31.2335,-85.4069
180,31.2335,-85.4069
480,31.2335,-85.4069
120,31.2335,-85.4069
864000,31.2335,-85.4069
600,31.2335,-85.4069
1200,31.2335,-85.4069
240,31.2335,-85.4069
1296000,31.2335,-85.4069
600,31.2335,-85.4069
300,31.2335,-85.4069
60,31.2335,-85.4069
120,34.5189,-86.2492
5184000,34.5189,-86.2492
750,34.5189,-86.2492
259200,34.2308,-85.7712
432000,32.5407,-86.2052
18000,32.5407,-86.2052
,32.5407,-86.2052
2592000,30.4783,-87.6904
60,31.7085,-85.6109
172800,31.3784,-85.9228
1728000,31.4508,-85.6473
2592000,31.4508,-85.6473
300,31.4508,-85.6473
180,34.3519,-87.7062
864000,33.6987,-86.4225
600,33.8331,-86.2698
120,33.8331,-86.2698
,33.8331,-86.2698
360,31.0927,-87.4763
1200,31.0927,-87.4763
,30.9237,-88.2072
600,32.1792,-88.3002
1800,32.1792,-88.3002
3888000,33.1246,-86.8476
2592000,33.1246,-86.8476
120,33.1246,-86.8476
864000,33.1246,-86.8476
300,33.3184,-86.4287
600,34.719,-85.965
900,33.4601,-86.5251
1728000,34.8251,-87.2821
1296000,34.8251,-87.2821
105,34.8251,-87.2821
240,34.1551,-85.6699
900,34.1551,-85.6699
,30.7394,-87.7943
60,32.8088,-85.1809
420,32.8088,-85.1809
300,32.8088,-85.1809
300,32.8088,-85.1809
180,32.8088,-85.1809
,32.8088,-85.1809
1728000,32.8088,-85.1809
120,32.7333,-85.5761
600,32.917,-86.7203
90,34.7204,-87.7035
,34.7204,-87.7035
129600,34.7204,-87.7035
180,32.1114,-87.9957
,33.3756,-85.3975
1500,31.1055,-85.6916
